"comparison","apcs","se","ID","sex"
"Kalamalka2008_signed",-0.0216955477354291,-0.277647431616967,"clone","FEMALE"
"Kalamalka2011",1.89894635724701,0.0109891642197002,"clone","FEMALE"
"Kalamalka2011_signed",-0.0512057949232429,-0.151558690146324,"clone","FEMALE"
"KettleRiver1997",1.30399682639305,0.014783114312454,"clone","FEMALE"
"KettleRiver1997_signed",-0.0246966397823937,-0.314752748673882,"clone","FEMALE"
"KettleRiver2001",2.84920277137446,0.0108087235199254,"clone","FEMALE"
"KettleRiver2001_signed",-0.0661691591696978,-0.181431966846074,"clone","FEMALE"
"PGTIS1999",1.5809267671284,0.0127756845264979,"clone","FEMALE"
"PGTIS1999_signed",-0.0229664042772509,-0.367601045366384,"clone","FEMALE"
"PGTIS2002",2.20965096479183,0.00959060750589727,"clone","FEMALE"
"PGTIS2002_signed",-0.0501313099974329,-0.168413448278615,"clone","FEMALE"
"PGTIS2004",2.44574420848817,0.00977439202577052,"clone","FEMALE"
"PGTIS2004_signed",-0.0506532064186449,-0.195541956573957,"clone","FEMALE"
"PGTIS2005",2.47553578046011,0.0112952729940135,"clone","FEMALE"
"PGTIS2005_signed",-0.0464941049561269,-0.241227104046097,"clone","FEMALE"
"PGTIS2010",2.01340965750221,0.0104533476248916,"clone","FEMALE"
"PGTIS2010_signed",-0.0442740237963981,-0.192647324203565,"clone","FEMALE"
"PRT1998",3.23852449801052,0.0100686705192477,"clone","FEMALE"
"PRT1998_signed",-0.0563459584225697,-0.23371202817626,"clone","FEMALE"
"PRT2001",1.90347966459916,0.0117697788102123,"clone","FEMALE"
"PRT2001_signed",-0.0406633906267378,-0.219412141391982,"clone","FEMALE"
"PRT2007",2.93992617460584,0.0103080375908944,"clone","FEMALE"
"PRT2007_signed",-0.0462618898529783,-0.270768768411019,"clone","FEMALE"
"PRT2008",1.26917947045881,0.0110610820238604,"clone","FEMALE"
"PRT2008_signed",-0.0267548952769208,-0.21064089264735,"clone","FEMALE"
"Sorrento2001",2.27647844756147,0.0101312864335289,"clone","FEMALE"
"Sorrento2001_signed",-0.0536321038592742,-0.167865479367532,"clone","FEMALE"
"Sorrento2006",2.1208109982672,0.012280246536075,"clone","FEMALE"
"Sorrento2006_signed",-0.0266061476138865,-0.392581199553056,"clone","FEMALE"
"Tolko2000",2.1836122745525,0.0107039158007918,"clone","FEMALE"
"Tolko2000_signed",-0.0356830200367275,-0.273647502066116,"clone","FEMALE"
"Tolko2005",2.01610541132384,0.0114265216917504,"clone","FEMALE"
"Tolko2005_signed",-0.0440204975544627,-0.206632120138511,"clone","FEMALE"
"Vernon2000",2.0007518359821,0.0110039064792216,"clone","FEMALE"
"Vernon2000_signed",-0.0534820622711066,-0.15359139333306,"clone","FEMALE"
"Vernon2007",2.14644512169818,0.0125146288425375,"clone","FEMALE"
"Vernon2007_signed",-0.0383056342559579,-0.279453031978988,"clone","FEMALE"
"forcing",0.19989555475319,0.0792574267922761,"prov","FEMALE"
"forcing_signed",-0.0245196055106248,-0.187015729853725,"prov","FEMALE"
"Kalamalka2005",0.867629692829132,0.079055445232205,"prov","FEMALE"
"Kalamalka2005_signed",-0.110820551351461,-0.187474966759889,"prov","FEMALE"
"Kalamalka2008",0.464263003082657,0.080421729494609,"prov","FEMALE"
"Kalamalka2008_signed",-0.0597843458402839,-0.209533211111231,"prov","FEMALE"
"Kalamalka2011",0.724602923200219,0.0800087448725791,"prov","FEMALE"
"Kalamalka2011_signed",-0.0863540770065555,-0.21206793785266,"prov","FEMALE"
"KettleRiver1997",0.512817678654491,0.0820959570700415,"prov","FEMALE"
"KettleRiver1997_signed",-0.0733849277045559,-0.211395726055561,"prov","FEMALE"
"KettleRiver2001",1.08994593891452,0.0794147854457333,"prov","FEMALE"
"KettleRiver2001_signed",-0.139561139311547,-0.178338431959986,"prov","FEMALE"
"PGTIS1999",0.612324218553381,0.0800270469233409,"prov","FEMALE"
"PGTIS1999_signed",-0.0805270335799069,-0.200534695939791,"prov","FEMALE"
"PGTIS2002",0.831302297125784,0.0784621823457583,"prov","FEMALE"
"PGTIS2002_signed",-0.0964593271381185,-0.176730261993661,"prov","FEMALE"
"PGTIS2004",0.921935700902407,0.0788465071682784,"prov","FEMALE"
"PGTIS2004_signed",-0.110967900827424,-0.173845708386543,"prov","FEMALE"
"PGTIS2005",0.9552126760989,0.0788647343018931,"prov","FEMALE"
"PGTIS2005_signed",-0.120645529054064,-0.186249024754315,"prov","FEMALE"
"PGTIS2010",0.767437825025432,0.0799214694250447,"prov","FEMALE"
"PGTIS2010_signed",-0.0959350285563958,-0.182477542922391,"prov","FEMALE"
"PRT1998",1.22078452584533,0.0789481597771679,"prov","FEMALE"
"PRT1998_signed",-0.145100339603268,-0.172010279075619,"prov","FEMALE"
"PRT2001",0.735614890080716,0.0805972374498048,"prov","FEMALE"
"PRT2001_signed",-0.09697411987378,-0.192331505368176,"prov","FEMALE"
"PRT2007",1.10841373931114,0.0793902253272585,"prov","FEMALE"
"PRT2007_signed",-0.135015231642204,-0.176279384108437,"prov","FEMALE"
"PRT2008",0.486711686857308,0.0797615677491239,"prov","FEMALE"
"PRT2008_signed",-0.0603006265668771,-0.197076698154758,"prov","FEMALE"
"Sorrento2001",0.867193185928272,0.0788722363709155,"prov","FEMALE"
"Sorrento2001_signed",-0.103159978991876,-0.192429841767926,"prov","FEMALE"
"Sorrento2006",0.81446394965635,0.0791742068910924,"prov","FEMALE"
"Sorrento2006_signed",-0.104677291508229,-0.184608452965001,"prov","FEMALE"
"Tolko2000",0.826372217123826,0.0790893851991382,"prov","FEMALE"
"Tolko2000_signed",-0.103007984891709,-0.179346064523295,"prov","FEMALE"
"Tolko2005",0.775559227637523,0.0800499934436088,"prov","FEMALE"
"Tolko2005_signed",-0.100538055733905,-0.189947261036081,"prov","FEMALE"
"Vernon2000",0.764373459594703,0.0799965408895629,"prov","FEMALE"
"Vernon2000_signed",-0.0942654204515981,-0.195614372281254,"prov","FEMALE"
"Vernon2007",0.833651424588419,0.080511910817983,"prov","FEMALE"
"Vernon2007_signed",-0.108580898156669,-0.202395810773195,"prov","FEMALE"
"forcing",0.137643783350807,0.0748811831031423,"site","FEMALE"
"forcing_signed",0.0181309739289357,0.286572419459972,"site","FEMALE"
"Kalamalka2005",0.598992857044265,0.0707378835096506,"site","FEMALE"
"Kalamalka2005_signed",0.0411654615118636,0.444961133792406,"site","FEMALE"
"Kalamalka2008",0.338926010289392,0.0759220209199747,"site","FEMALE"
"Kalamalka2008_signed",0.0278754793448291,0.425364967730109,"site","FEMALE"
"Kalamalka2011",0.510601058748517,0.0794281412616743,"site","FEMALE"
"Kalamalka2011_signed",0.0911603972073411,0.256922525444939,"site","FEMALE"
"KettleRiver1997",0.383322670239963,0.0737839779915056,"site","FEMALE"
"KettleRiver1997_signed",0.00914530105001964,1.26969486854952,"site","FEMALE"
"KettleRiver2001",0.745239410841789,0.0733199882824185,"site","FEMALE"
"KettleRiver2001_signed",0.0817228666907534,0.322085957371406,"site","FEMALE"
"PGTIS1999",0.432892814851287,0.0699954677710438,"site","FEMALE"
"PGTIS1999_signed",0.0171814434290941,0.708494884041231,"site","FEMALE"
"PGTIS2002",0.536181273239754,0.0733079778500743,"site","FEMALE"
"PGTIS2002_signed",0.0832469126994188,0.245300000784937,"site","FEMALE"
"PGTIS2004",0.605849830920584,0.0716476656398122,"site","FEMALE"
"PGTIS2004_signed",0.0762964348290527,0.274215333444298,"site","FEMALE"
"PGTIS2005",0.664743553822801,0.072434590154911,"site","FEMALE"
"PGTIS2005_signed",0.0628671427222297,0.363919890712129,"site","FEMALE"
"PGTIS2010",0.522629066178747,0.0735043576610494,"site","FEMALE"
"PGTIS2010_signed",0.0624092408191933,0.290968990503629,"site","FEMALE"
"PRT1998",0.79791299767697,0.0695947064025151,"site","FEMALE"
"PRT1998_signed",0.088831920957565,0.28130753165523,"site","FEMALE"
"PRT2001",0.521849468308984,0.0736071071810682,"site","FEMALE"
"PRT2001_signed",0.0434892670156653,0.397315398612638,"site","FEMALE"
"PRT2007",0.723465434817099,0.0678404133405724,"site","FEMALE"
"PRT2007_signed",0.0550303639027276,0.362032637063664,"site","FEMALE"
"PRT2008",0.342564592416355,0.0751875102024964,"site","FEMALE"
"PRT2008_signed",0.041576132618359,0.302172181216762,"site","FEMALE"
"Sorrento2001",0.587126501188549,0.0759291473658465,"site","FEMALE"
"Sorrento2001_signed",0.0923064061682039,0.259189696796222,"site","FEMALE"
"Sorrento2006",0.550301845114956,0.067174169750962,"site","FEMALE"
"Sorrento2006_signed",0.0208306342692153,0.713064193797071,"site","FEMALE"
"Tolko2000",0.550113365134928,0.069059530720672,"site","FEMALE"
"Tolko2000_signed",0.0459947236130112,0.351045818834919,"site","FEMALE"
"Tolko2005",0.542211157852447,0.0739406327696756,"site","FEMALE"
"Tolko2005_signed",0.0493440902381951,0.369521321264834,"site","FEMALE"
"Vernon2000",0.528869144052987,0.0771955152241744,"site","FEMALE"
"Vernon2000_signed",0.0781188653479203,0.271206364835415,"site","FEMALE"
"Vernon2007",0.604356140438572,0.0739531175891718,"site","FEMALE"
"Vernon2007_signed",0.0404349052979694,0.477392932451471,"site","FEMALE"
"forcing",0.423301942279408,0.0130541611229363,"year","FEMALE"
"forcing_signed",0.00634469217859302,0.0560806289529129,"year","FEMALE"
"Kalamalka2005",1.91112249016174,0.0132585410124447,"year","FEMALE"
"Kalamalka2005_signed",0.0328527164305588,0.073822583136362,"year","FEMALE"
"Kalamalka2008",0.977697361441603,0.0157035323147881,"year","FEMALE"
"Kalamalka2008_signed",0.0150238883368423,0.129509684643556,"year","FEMALE"
"Kalamalka2011",1.48427288600235,0.0141339096916202,"year","FEMALE"
"Kalamalka2011_signed",0.0191602040033362,0.128466553258407,"year","FEMALE"
"KettleRiver1997",1.1043853242365,0.0167489670224323,"year","FEMALE"
"KettleRiver1997_signed",0.0128585228559224,0.178948684524975,"year","FEMALE"
"KettleRiver2001",2.33470471689109,0.0132288440150794,"year","FEMALE"
"KettleRiver2001_signed",0.0329350228056617,0.0876313797654135,"year","FEMALE"
"PGTIS1999",1.35051505696805,0.014673686214653,"year","FEMALE"
"PGTIS1999_signed",0.0227019834719294,0.0951118710557673,"year","FEMALE"
"PGTIS2002",1.73586449087836,0.0131239560241947,"year","FEMALE"
"PGTIS2002_signed",0.0230434238918515,0.114499729836596,"year","FEMALE"
"PGTIS2004",1.99122286466919,0.0125016237416483,"year","FEMALE"
"PGTIS2004_signed",0.0304650768369798,0.083058070520032,"year","FEMALE"
"PGTIS2005",2.09642840726114,0.0133389201877777,"year","FEMALE"
"PGTIS2005_signed",0.03950008837295,0.0758406076577328,"year","FEMALE"
"PGTIS2010",1.63121024903407,0.0133829462782001,"year","FEMALE"
"PGTIS2010_signed",0.0227699766479017,0.101982816209314,"year","FEMALE"
"PRT1998",2.67947178415965,0.0123462627551132,"year","FEMALE"
"PRT1998_signed",0.0432628109567594,0.0733686631574825,"year","FEMALE"
"PRT2001",1.56478009735267,0.0146375916979747,"year","FEMALE"
"PRT2001_signed",0.0205317834796758,0.115237075623796,"year","FEMALE"
"PRT2007",2.43230791003671,0.0125291207981226,"year","FEMALE"
"PRT2007_signed",0.0344407187314062,0.0799592073093636,"year","FEMALE"
"PRT2008",1.03163116474111,0.0140280819412759,"year","FEMALE"
"PRT2008_signed",0.0149060043687532,0.125207468033477,"year","FEMALE"
"Sorrento2001",1.79083838197861,0.0133314051998492,"year","FEMALE"
"Sorrento2001_signed",0.0245295027460482,0.103871088982227,"year","FEMALE"
"Sorrento2006",1.84877364827178,0.0135060032472256,"year","FEMALE"
"Sorrento2006_signed",0.035111491047307,0.0734145137773258,"year","FEMALE"
"Tolko2000",1.82220972570623,0.0125973035671147,"year","FEMALE"
"Tolko2000_signed",0.0272891838505315,0.0915459993065229,"year","FEMALE"
"Tolko2005",1.64267653389199,0.0140364083169989,"year","FEMALE"
"Tolko2005_signed",0.0204181925700964,0.112335820539599,"year","FEMALE"
"Vernon2000",1.55807741301487,0.0142603402275519,"year","FEMALE"
"Vernon2000_signed",0.0146342426864755,0.164611810335191,"year","FEMALE"
"Vernon2007",1.79248762726552,0.01488060501966,"year","FEMALE"
"Vernon2007_signed",0.026636700187632,0.0895149819446973,"year","FEMALE"
