"DoY","Year","Site","Index","Phenophase","Sex","Orchard","Clone","Date","Phenophase_Derived","TreeID","Heatsum"
148,1997,"PGTIS",331,"4","FEMALE",220,1503,"1997-5-28","2",135,163.936686515808
148,1997,"PGTIS",332,"4","FEMALE",220,1591,"1997-5-28","2",197,163.936686515808
148,1997,"PGTIS",335,"-","FEMALE",220,1542,"1997-5-28","1",158,163.936686515808
148,1997,"PGTIS",336,"4","FEMALE",220,1587,"1997-5-28","2",187,163.936686515808
148,1997,"PGTIS",339,"-","FEMALE",220,1597,"1997-5-28","1",211,163.936686515808
148,1997,"PGTIS",341,"-","FEMALE",220,1559,"1997-5-28","1",172,163.936686515808
148,1997,"PGTIS",343,"-","FEMALE",220,1592,"1997-5-28","1",204,163.936686515808
148,1997,"PGTIS",345,"-","FEMALE",220,1528,"1997-5-28","1",147,163.936686515808
148,1997,"PGTIS",347,"4","FEMALE",220,1587,"1997-5-28","2",188,163.936686515808
148,1997,"PGTIS",348,"-","FEMALE",220,1598,"1997-5-28","1",219,163.936686515808
148,1997,"PGTIS",351,"-","FEMALE",220,1557,"1997-5-28","1",166,163.936686515808
148,1997,"PGTIS",353,"-","FEMALE",220,1542,"1997-5-28","1",159,163.936686515808
148,1997,"PGTIS",355,"4","FEMALE",220,980,"1997-5-28","2",60,163.936686515808
148,1997,"PGTIS",356,"-","FEMALE",220,1526,"1997-5-28","1",141,163.936686515808
148,1997,"PGTIS",357,"-","FEMALE",220,1531,"1997-5-28","1",153,163.936686515808
148,1997,"PGTIS",358,"4","FEMALE",220,1598,"1997-5-28","2",220,163.936686515808
148,1997,"PGTIS",363,"-","FEMALE",220,988,"1997-5-28","1",85,163.936686515808
148,1997,"PGTIS",364,"-","FEMALE",220,1502,"1997-5-28","1",127,163.936686515808
148,1997,"PGTIS",367,"-","FEMALE",220,1557,"1997-5-28","1",167,163.936686515808
148,1997,"PGTIS",368,"-","FEMALE",220,1591,"1997-5-28","1",198,163.936686515808
148,1997,"PGTIS",371,"-","FEMALE",220,985,"1997-5-28","1",75,163.936686515808
148,1997,"PGTIS",373,"4","FEMALE",220,980,"1997-5-28","2",61,163.936686515808
148,1997,"PGTIS",374,"4","FEMALE",220,985,"1997-5-28","2",76,163.936686515808
148,1997,"PGTIS",375,"4","FEMALE",220,988,"1997-5-28","2",86,163.936686515808
148,1997,"PGTIS",376,"-","FEMALE",220,1559,"1997-5-28","1",173,163.936686515808
148,1997,"PGTIS",377,"-","FEMALE",220,1592,"1997-5-28","1",205,163.936686515808
148,1997,"PGTIS",2912,"4","FEMALE",228,1588,"1997-5-28","2",632,163.936686515808
148,1997,"PGTIS",2914,"-","FEMALE",228,1596,"1997-5-28","1",681,163.936686515808
148,1997,"PGTIS",2916,"-","FEMALE",228,1538,"1997-5-28","1",560,163.936686515808
148,1997,"PGTIS",2918,"-","FEMALE",228,1599,"1997-5-28","1",687,163.936686515808
148,1997,"PGTIS",2920,"-","FEMALE",228,1463,"1997-5-28","1",498,163.936686515808
148,1997,"PGTIS",2922,"4","FEMALE",228,1464,"1997-5-28","2",508,163.936686515808
148,1997,"PGTIS",2924,"-","FEMALE",228,982,"1997-5-28","1",439,163.936686515808
148,1997,"PGTIS",2925,"-","FEMALE",228,986,"1997-5-28","1",460,163.936686515808
148,1997,"PGTIS",2926,"-","FEMALE",228,1538,"1997-5-28","1",561,163.936686515808
148,1997,"PGTIS",2930,"-","FEMALE",228,1599,"1997-5-28","1",688,163.936686515808
148,1997,"PGTIS",2932,"-","FEMALE",228,1463,"1997-5-28","1",499,163.936686515808
148,1997,"PGTIS",2934,"-","FEMALE",228,986,"1997-5-28","1",461,163.936686515808
148,1997,"PGTIS",2936,"4","FEMALE",228,1464,"1997-5-28","2",509,163.936686515808
148,1997,"PGTIS",2938,"-","FEMALE",228,1461,"1997-5-28","1",483,163.936686515808
148,1997,"PGTIS",2940,"4","FEMALE",228,1594,"1997-5-28","2",663,163.936686515808
148,1997,"PGTIS",2942,"4","FEMALE",228,1563,"1997-5-28","2",588,163.936686515808
148,1997,"PGTIS",2944,"-","FEMALE",228,1593,"1997-5-28","1",656,163.936686515808
148,1997,"PGTIS",2946,"4","FEMALE",228,1533,"1997-5-28","2",547,163.936686515808
148,1997,"PGTIS",2947,"4","FEMALE",228,1596,"1997-5-28","2",682,163.936686515808
148,1997,"PGTIS",2950,"-","FEMALE",228,910,"1997-5-28","1",422,163.936686515808
148,1997,"PGTIS",2951,"-","FEMALE",228,983,"1997-5-28","1",445,163.936686515808
148,1997,"PGTIS",2952,"-","FEMALE",228,1536,"1997-5-28","1",553,163.936686515808
148,1997,"PGTIS",2953,"4","FEMALE",228,1584,"1997-5-28","2",611,163.936686515808
148,1997,"PGTIS",2954,"4","FEMALE",228,1588,"1997-5-28","2",633,163.936686515808
148,1997,"PGTIS",2960,"-","FEMALE",228,984,"1997-5-28","1",454,163.936686515808
148,1997,"PGTIS",2961,"-","FEMALE",228,1461,"1997-5-28","1",484,163.936686515808
148,1997,"PGTIS",2962,"-","FEMALE",228,1581,"1997-5-28","1",596,163.936686515808
148,1997,"PGTIS",2963,"4","FEMALE",228,1595,"1997-5-28","2",672,163.936686515808
148,1997,"PGTIS",2968,"-","FEMALE",228,982,"1997-5-28","1",440,163.936686515808
148,1997,"PGTIS",2969,"-","FEMALE",228,989,"1997-5-28","1",470,163.936686515808
148,1997,"PGTIS",2970,"4","FEMALE",228,1462,"1997-5-28","2",490,163.936686515808
148,1997,"PGTIS",2971,"-","FEMALE",228,1466,"1997-5-28","1",523,163.936686515808
148,1997,"PGTIS",2972,"4","FEMALE",228,1467,"1997-5-28","2",530,163.936686515808
148,1997,"PGTIS",2978,"-","FEMALE",228,984,"1997-5-28","1",455,163.936686515808
148,1997,"PGTIS",2979,"-","FEMALE",228,1466,"1997-5-28","1",524,163.936686515808
148,1997,"PGTIS",2980,"4","FEMALE",228,1532,"1997-5-28","2",539,163.936686515808
148,1997,"PGTIS",2981,"4","FEMALE",228,1589,"1997-5-28","2",640,163.936686515808
148,1997,"PGTIS",2986,"-","FEMALE",228,981,"1997-5-28","1",433,163.936686515808
148,1997,"PGTIS",2987,"-","FEMALE",228,1465,"1997-5-28","1",516,163.936686515808
148,1997,"PGTIS",2988,"4","FEMALE",228,1467,"1997-5-28","2",531,163.936686515808
148,1997,"PGTIS",2989,"-","FEMALE",228,1536,"1997-5-28","1",554,163.936686515808
148,1997,"PGTIS",2990,"-","FEMALE",228,2000,"1997-5-28","1",696,163.936686515808
148,1997,"PGTIS",2996,"4","FEMALE",228,987,"1997-5-28","2",465,163.936686515808
148,1997,"PGTIS",2997,"-","FEMALE",228,1465,"1997-5-28","1",517,163.936686515808
148,1997,"PGTIS",2998,"-","FEMALE",228,1532,"1997-5-28","1",540,163.936686515808
148,1997,"PGTIS",2999,"4","FEMALE",228,1533,"1997-5-28","2",548,163.936686515808
148,1997,"PGTIS",3000,"4","FEMALE",228,1540,"1997-5-28","2",575,163.936686515808
148,1997,"PGTIS",3001,"4","FEMALE",228,1595,"1997-5-28","2",673,163.936686515808
148,1997,"PGTIS",3008,"-","FEMALE",228,983,"1997-5-28","1",446,163.936686515808
148,1997,"PGTIS",3010,"4","FEMALE",228,951,"1997-5-28","2",428,163.936686515808
148,1997,"PGTIS",3011,"4","FEMALE",228,981,"1997-5-28","2",434,163.936686515808
148,1997,"PGTIS",3012,"-","FEMALE",228,989,"1997-5-28","1",471,163.936686515808
148,1997,"PGTIS",3013,"4","FEMALE",228,1585,"1997-5-28","2",618,163.936686515808
148,1997,"PGTIS",3018,"4","FEMALE",228,1460,"1997-5-28","2",478,163.936686515808
148,1997,"PGTIS",3020,"-","FEMALE",228,910,"1997-5-28","1",423,163.936686515808
148,1997,"PGTIS",3021,"4","FEMALE",228,951,"1997-5-28","2",429,163.936686515808
148,1997,"PGTIS",3022,"-","FEMALE",228,1560,"1997-5-28","1",580,163.936686515808
148,1997,"PGTIS",3023,"4","FEMALE",228,1571,"1997-5-28","2",590,163.936686515808
148,1997,"PGTIS",3024,"-","FEMALE",228,1590,"1997-5-28","1",649,163.936686515808
148,1997,"PGTIS",3025,"-","FEMALE",228,1593,"1997-5-28","1",657,163.936686515808
148,1997,"PGTIS",3032,"-","FEMALE",228,1571,"1997-5-28","1",591,163.936686515808
148,1997,"PGTIS",3033,"4","FEMALE",228,1583,"1997-5-28","2",603,163.936686515808
148,1997,"PGTIS",3034,"-","FEMALE",228,1594,"1997-5-28","1",664,163.936686515808
148,1997,"PGTIS",3038,"4","FEMALE",228,1586,"1997-5-28","2",626,163.936686515808
148,1997,"PGTIS",3039,"-","FEMALE",228,1590,"1997-5-28","1",650,163.936686515808
148,1997,"PGTIS",3042,"4","FEMALE",228,987,"1997-5-28","2",466,163.936686515808
148,1997,"PGTIS",3043,"4","FEMALE",228,1460,"1997-5-28","2",479,163.936686515808
148,1997,"PGTIS",3044,"4","FEMALE",228,1462,"1997-5-28","2",491,163.936686515808
148,1997,"PGTIS",3045,"4","FEMALE",228,1540,"1997-5-28","2",576,163.936686515808
148,1997,"PGTIS",3046,"-","FEMALE",228,1560,"1997-5-28","1",581,163.936686515808
148,1997,"PGTIS",3047,"4","FEMALE",228,1583,"1997-5-28","2",604,163.936686515808
148,1997,"PGTIS",3048,"4","FEMALE",228,1585,"1997-5-28","2",619,163.936686515808
148,1997,"PGTIS",3056,"-","FEMALE",228,1539,"1997-5-28","1",565,163.936686515808
148,1997,"PGTIS",3057,"-","FEMALE",228,1581,"1997-5-28","1",597,163.936686515808
148,1997,"PGTIS",3058,"4","FEMALE",228,1584,"1997-5-28","2",612,163.936686515808
148,1997,"PGTIS",3059,"4","FEMALE",228,1586,"1997-5-28","2",627,163.936686515808
148,1997,"PGTIS",3060,"4","FEMALE",228,1589,"1997-5-28","2",641,163.936686515808
148,1997,"PGTIS",3066,"4","FEMALE",228,1539,"1997-5-28","2",566,163.936686515808
148,1997,"PGTIS",3067,"4","FEMALE",228,1563,"1997-5-28","2",589,163.936686515808
148,1997,"PGTIS",3068,"-","FEMALE",228,2000,"1997-5-28","1",697,163.936686515808
148,1997,"PGTIS",310,"4","MALE",220,1582,"1997-5-28","2",177,163.936686515808
148,1997,"PGTIS",312,"-","MALE",220,1591,"1997-5-28","1",196,163.936686515808
148,1997,"PGTIS",317,"4","MALE",220,985,"1997-5-28","2",74,163.936686515808
148,1997,"PGTIS",318,"-","MALE",220,1526,"1997-5-28","1",140,163.936686515808
148,1997,"PGTIS",321,"-","MALE",220,1502,"1997-5-28","1",126,163.936686515808
148,1997,"PGTIS",322,"-","MALE",220,1582,"1997-5-28","1",178,163.936686515808
148,1997,"PGTIS",324,"-","MALE",220,1528,"1997-5-28","1",146,163.936686515808
148,1997,"PGTIS",326,"-","MALE",220,1503,"1997-5-28","1",134,163.936686515808
148,1997,"PGTIS",328,"4","MALE",220,1531,"1997-5-28","2",152,163.936686515808
148,1997,"PGTIS",330,"-","MALE",220,1597,"1997-5-28","1",210,163.936686515808
148,1997,"PGTIS",333,"4","MALE",220,1503,"1997-5-28","2",135,163.936686515808
148,1997,"PGTIS",334,"-","MALE",220,1591,"1997-5-28","1",197,163.936686515808
148,1997,"PGTIS",337,"-","MALE",220,1542,"1997-5-28","1",158,163.936686515808
148,1997,"PGTIS",338,"4","MALE",220,1587,"1997-5-28","2",187,163.936686515808
148,1997,"PGTIS",340,"-","MALE",220,1597,"1997-5-28","1",211,163.936686515808
148,1997,"PGTIS",342,"4","MALE",220,1559,"1997-5-28","2",172,163.936686515808
148,1997,"PGTIS",344,"4","MALE",220,1592,"1997-5-28","2",204,163.936686515808
148,1997,"PGTIS",346,"-","MALE",220,1528,"1997-5-28","1",147,163.936686515808
148,1997,"PGTIS",349,"4","MALE",220,1587,"1997-5-28","2",188,163.936686515808
148,1997,"PGTIS",350,"-","MALE",220,1598,"1997-5-28","1",219,163.936686515808
148,1997,"PGTIS",352,"4","MALE",220,1557,"1997-5-28","2",166,163.936686515808
148,1997,"PGTIS",354,"4","MALE",220,1542,"1997-5-28","2",159,163.936686515808
148,1997,"PGTIS",359,"4","MALE",220,980,"1997-5-28","2",60,163.936686515808
148,1997,"PGTIS",360,"4","MALE",220,1526,"1997-5-28","2",141,163.936686515808
148,1997,"PGTIS",361,"-","MALE",220,1531,"1997-5-28","1",153,163.936686515808
148,1997,"PGTIS",362,"-","MALE",220,1598,"1997-5-28","1",220,163.936686515808
148,1997,"PGTIS",365,"4","MALE",220,988,"1997-5-28","2",85,163.936686515808
148,1997,"PGTIS",366,"-","MALE",220,1502,"1997-5-28","1",127,163.936686515808
148,1997,"PGTIS",369,"4","MALE",220,1557,"1997-5-28","2",167,163.936686515808
148,1997,"PGTIS",370,"4","MALE",220,1591,"1997-5-28","2",198,163.936686515808
148,1997,"PGTIS",372,"4","MALE",220,985,"1997-5-28","2",75,163.936686515808
148,1997,"PGTIS",378,"4","MALE",220,980,"1997-5-28","2",61,163.936686515808
148,1997,"PGTIS",379,"4","MALE",220,985,"1997-5-28","2",76,163.936686515808
148,1997,"PGTIS",380,"4","MALE",220,988,"1997-5-28","2",86,163.936686515808
148,1997,"PGTIS",381,"4","MALE",220,1559,"1997-5-28","2",173,163.936686515808
148,1997,"PGTIS",382,"4","MALE",220,1592,"1997-5-28","2",205,163.936686515808
148,1997,"PGTIS",2915,"4","MALE",228,1596,"1997-5-28","2",681,163.936686515808
148,1997,"PGTIS",2917,"4","MALE",228,1538,"1997-5-28","2",560,163.936686515808
148,1997,"PGTIS",2919,"4","MALE",228,1599,"1997-5-28","2",687,163.936686515808
148,1997,"PGTIS",2921,"-","MALE",228,1463,"1997-5-28","1",498,163.936686515808
148,1997,"PGTIS",2923,"4","MALE",228,1464,"1997-5-28","2",508,163.936686515808
148,1997,"PGTIS",2927,"4","MALE",228,982,"1997-5-28","2",439,163.936686515808
148,1997,"PGTIS",2928,"4","MALE",228,986,"1997-5-28","2",460,163.936686515808
148,1997,"PGTIS",2929,"-","MALE",228,1538,"1997-5-28","1",561,163.936686515808
148,1997,"PGTIS",2931,"4","MALE",228,1599,"1997-5-28","2",688,163.936686515808
148,1997,"PGTIS",2933,"4","MALE",228,1463,"1997-5-28","2",499,163.936686515808
148,1997,"PGTIS",2935,"4","MALE",228,986,"1997-5-28","2",461,163.936686515808
148,1997,"PGTIS",2937,"4","MALE",228,1464,"1997-5-28","2",509,163.936686515808
148,1997,"PGTIS",2939,"4","MALE",228,1461,"1997-5-28","2",483,163.936686515808
148,1997,"PGTIS",2941,"4","MALE",228,1594,"1997-5-28","2",663,163.936686515808
148,1997,"PGTIS",2943,"4","MALE",228,1563,"1997-5-28","2",588,163.936686515808
148,1997,"PGTIS",2945,"4","MALE",228,1593,"1997-5-28","2",656,163.936686515808
148,1997,"PGTIS",2948,"4","MALE",228,1533,"1997-5-28","2",547,163.936686515808
148,1997,"PGTIS",2949,"4","MALE",228,1596,"1997-5-28","2",682,163.936686515808
148,1997,"PGTIS",2955,"-","MALE",228,910,"1997-5-28","1",422,163.936686515808
148,1997,"PGTIS",2956,"-","MALE",228,983,"1997-5-28","1",445,163.936686515808
148,1997,"PGTIS",2957,"4","MALE",228,1536,"1997-5-28","2",553,163.936686515808
148,1997,"PGTIS",2958,"4","MALE",228,1584,"1997-5-28","2",611,163.936686515808
148,1997,"PGTIS",2959,"4","MALE",228,1588,"1997-5-28","2",633,163.936686515808
148,1997,"PGTIS",2964,"4","MALE",228,984,"1997-5-28","2",454,163.936686515808
148,1997,"PGTIS",2965,"4","MALE",228,1461,"1997-5-28","2",484,163.936686515808
148,1997,"PGTIS",2966,"4","MALE",228,1581,"1997-5-28","2",596,163.936686515808
148,1997,"PGTIS",2967,"4","MALE",228,1595,"1997-5-28","2",672,163.936686515808
148,1997,"PGTIS",2973,"4","MALE",228,982,"1997-5-28","2",440,163.936686515808
148,1997,"PGTIS",2974,"4","MALE",228,989,"1997-5-28","2",470,163.936686515808
148,1997,"PGTIS",2975,"4","MALE",228,1462,"1997-5-28","2",490,163.936686515808
148,1997,"PGTIS",2976,"4","MALE",228,1466,"1997-5-28","2",523,163.936686515808
148,1997,"PGTIS",2977,"4","MALE",228,1467,"1997-5-28","2",530,163.936686515808
148,1997,"PGTIS",2982,"4","MALE",228,984,"1997-5-28","2",455,163.936686515808
148,1997,"PGTIS",2983,"4","MALE",228,1466,"1997-5-28","2",524,163.936686515808
148,1997,"PGTIS",2984,"4","MALE",228,1532,"1997-5-28","2",539,163.936686515808
148,1997,"PGTIS",2985,"4","MALE",228,1589,"1997-5-28","2",640,163.936686515808
148,1997,"PGTIS",2991,"-","MALE",228,981,"1997-5-28","1",433,163.936686515808
148,1997,"PGTIS",2992,"4","MALE",228,1465,"1997-5-28","2",516,163.936686515808
148,1997,"PGTIS",2993,"4","MALE",228,1467,"1997-5-28","2",531,163.936686515808
148,1997,"PGTIS",2994,"-","MALE",228,1536,"1997-5-28","1",554,163.936686515808
148,1997,"PGTIS",3002,"4","MALE",228,987,"1997-5-28","2",465,163.936686515808
148,1997,"PGTIS",3003,"4","MALE",228,1465,"1997-5-28","2",517,163.936686515808
148,1997,"PGTIS",3004,"4","MALE",228,1532,"1997-5-28","2",540,163.936686515808
148,1997,"PGTIS",3005,"4","MALE",228,1533,"1997-5-28","2",548,163.936686515808
148,1997,"PGTIS",3006,"-","MALE",228,1540,"1997-5-28","1",575,163.936686515808
148,1997,"PGTIS",3007,"4","MALE",228,1595,"1997-5-28","2",673,163.936686515808
148,1997,"PGTIS",3009,"4","MALE",228,983,"1997-5-28","2",446,163.936686515808
148,1997,"PGTIS",3014,"4","MALE",228,951,"1997-5-28","2",428,163.936686515808
148,1997,"PGTIS",3015,"4","MALE",228,981,"1997-5-28","2",434,163.936686515808
148,1997,"PGTIS",3016,"4","MALE",228,989,"1997-5-28","2",471,163.936686515808
148,1997,"PGTIS",3017,"4","MALE",228,1585,"1997-5-28","2",618,163.936686515808
148,1997,"PGTIS",3019,"4","MALE",228,1460,"1997-5-28","2",478,163.936686515808
148,1997,"PGTIS",3026,"-","MALE",228,910,"1997-5-28","1",423,163.936686515808
148,1997,"PGTIS",3027,"4","MALE",228,951,"1997-5-28","2",429,163.936686515808
148,1997,"PGTIS",3028,"-","MALE",228,1560,"1997-5-28","1",580,163.936686515808
148,1997,"PGTIS",3029,"4","MALE",228,1571,"1997-5-28","2",590,163.936686515808
148,1997,"PGTIS",3030,"-","MALE",228,1590,"1997-5-28","1",649,163.936686515808
148,1997,"PGTIS",3031,"4","MALE",228,1593,"1997-5-28","2",657,163.936686515808
148,1997,"PGTIS",3035,"4","MALE",228,1571,"1997-5-28","2",591,163.936686515808
148,1997,"PGTIS",3036,"4","MALE",228,1583,"1997-5-28","2",603,163.936686515808
148,1997,"PGTIS",3037,"-","MALE",228,1594,"1997-5-28","1",664,163.936686515808
148,1997,"PGTIS",3040,"4","MALE",228,1586,"1997-5-28","2",626,163.936686515808
148,1997,"PGTIS",3041,"4","MALE",228,1590,"1997-5-28","2",650,163.936686515808
148,1997,"PGTIS",3049,"4","MALE",228,987,"1997-5-28","2",466,163.936686515808
148,1997,"PGTIS",3050,"4","MALE",228,1460,"1997-5-28","2",479,163.936686515808
148,1997,"PGTIS",3051,"4","MALE",228,1462,"1997-5-28","2",491,163.936686515808
148,1997,"PGTIS",3052,"4","MALE",228,1540,"1997-5-28","2",576,163.936686515808
148,1997,"PGTIS",3053,"4","MALE",228,1560,"1997-5-28","2",581,163.936686515808
148,1997,"PGTIS",3054,"4","MALE",228,1583,"1997-5-28","2",604,163.936686515808
148,1997,"PGTIS",3055,"4","MALE",228,1585,"1997-5-28","2",619,163.936686515808
148,1997,"PGTIS",3061,"4","MALE",228,1539,"1997-5-28","2",565,163.936686515808
148,1997,"PGTIS",3062,"4","MALE",228,1581,"1997-5-28","2",597,163.936686515808
148,1997,"PGTIS",3063,"4","MALE",228,1584,"1997-5-28","2",612,163.936686515808
148,1997,"PGTIS",3064,"4","MALE",228,1586,"1997-5-28","2",627,163.936686515808
148,1997,"PGTIS",3065,"4","MALE",228,1589,"1997-5-28","2",641,163.936686515808
148,1997,"PGTIS",3069,"4","MALE",228,1539,"1997-5-28","2",566,163.936686515808
148,1997,"PGTIS",3070,"4","MALE",228,1563,"1997-5-28","2",589,163.936686515808
148,1997,"PGTIS",3071,"-","MALE",228,2000,"1997-5-28","1",697,163.936686515808
151,2010,"KettleRiver",242,"receptive80","FEMALE",237,328,"2010-05-31","3",36,164.862498760223
151,2010,"KettleRiver",244,"receptive20","FEMALE",237,331,"2010-05-31","2",39,164.862498760223
151,2010,"KettleRiver",245,"receptive80","FEMALE",237,331,"2010-05-31","3",40,164.862498760223
151,2010,"KettleRiver",246,"receptive20","FEMALE",237,331,"2010-05-31","2",41,164.862498760223
151,2010,"KettleRiver",249,"receptive80","FEMALE",237,4177,"2010-05-31","3",46,164.862498760223
151,2010,"KettleRiver",251,"receptive80","FEMALE",237,4182,"2010-05-31","3",49,164.862498760223
151,2010,"KettleRiver",253,"receptive80","FEMALE",237,4199,"2010-05-31","3",52,164.862498760223
151,2010,"KettleRiver",254,"receptive80","FEMALE",237,4201,"2010-05-31","3",53,164.862498760223
151,2010,"KettleRiver",255,"receptive80","FEMALE",237,NA,"2010-05-31","3",56,164.862498760223
151,2010,"KettleRiver",256,"receptive80","FEMALE",237,NA,"2010-05-31","3",57,164.862498760223
151,2010,"KettleRiver",258,"receptive80","FEMALE",237,NA,"2010-05-31","3",59,164.862498760223
151,2010,"KettleRiver",262,"pollenshed20","MALE",237,331,"2010-05-31","2",39,164.862498760223
151,2010,"KettleRiver",264,"pollenshed20","MALE",237,331,"2010-05-31","2",41,164.862498760223
151,2010,"KettleRiver",267,"pollenshed20","MALE",237,4177,"2010-05-31","2",46,164.862498760223
151,2010,"KettleRiver",269,"pollenshed20","MALE",237,4182,"2010-05-31","2",49,164.862498760223
151,2010,"KettleRiver",274,"pollenshed20","MALE",237,NA,"2010-05-31","2",57,164.862498760223
144,2006,"PGTIS",2230,"-","FEMALE",223,1468,"2006-5-24","1",254,165.54192006588
144,2006,"PGTIS",2231,"-","FEMALE",223,1468,"2006-5-24","1",255,165.54192006588
144,2006,"PGTIS",2232,"3","FEMALE",223,1469,"2006-5-24","2",258,165.54192006588
144,2006,"PGTIS",2233,"receptive20","FEMALE",223,1469,"2006-05-24","2",260,165.54192006588
144,2006,"PGTIS",2234,"3","FEMALE",223,1469,"2006-5-24","2",261,165.54192006588
144,2006,"PGTIS",2237,"-","FEMALE",223,1470,"2006-5-24","1",268,165.54192006588
144,2006,"PGTIS",2238,"-","FEMALE",223,1470,"2006-5-24","1",269,165.54192006588
144,2006,"PGTIS",2239,"-","FEMALE",223,1471,"2006-5-24","1",272,165.54192006588
144,2006,"PGTIS",2240,"-","FEMALE",223,1471,"2006-5-24","1",273,165.54192006588
144,2006,"PGTIS",2241,"-","FEMALE",223,1473,"2006-5-24","1",278,165.54192006588
144,2006,"PGTIS",2242,"-","FEMALE",223,1473,"2006-5-24","1",279,165.54192006588
144,2006,"PGTIS",2243,"-","FEMALE",223,1474,"2006-5-24","1",282,165.54192006588
144,2006,"PGTIS",2244,"-","FEMALE",223,1474,"2006-5-24","1",283,165.54192006588
144,2006,"PGTIS",2245,"4","FEMALE",223,1476,"2006-5-24","2",286,165.54192006588
144,2006,"PGTIS",2246,"3","FEMALE",223,1476,"2006-5-24","2",288,165.54192006588
144,2006,"PGTIS",2247,"-","FEMALE",223,1477,"2006-5-24","1",295,165.54192006588
144,2006,"PGTIS",2248,"3","FEMALE",223,1477,"2006-5-24","2",297,165.54192006588
144,2006,"PGTIS",2250,"-","FEMALE",223,1480,"2006-5-24","1",303,165.54192006588
144,2006,"PGTIS",2251,"-","FEMALE",223,1480,"2006-5-24","1",304,165.54192006588
144,2006,"PGTIS",2252,"-","FEMALE",223,1482,"2006-5-24","1",309,165.54192006588
144,2006,"PGTIS",2253,"-","FEMALE",223,1482,"2006-5-24","1",311,165.54192006588
144,2006,"PGTIS",2255,"-","FEMALE",223,1483,"2006-5-24","1",318,165.54192006588
144,2006,"PGTIS",2256,"-","FEMALE",223,1485,"2006-5-24","1",324,165.54192006588
144,2006,"PGTIS",2257,"-","FEMALE",223,1485,"2006-5-24","1",326,165.54192006588
144,2006,"PGTIS",2259,"-","FEMALE",223,1486,"2006-5-24","1",337,165.54192006588
144,2006,"PGTIS",2260,"-","FEMALE",223,1486,"2006-5-24","1",338,165.54192006588
144,2006,"PGTIS",2261,"-","FEMALE",223,1487,"2006-5-24","1",345,165.54192006588
144,2006,"PGTIS",2262,"-","FEMALE",223,1487,"2006-5-24","1",346,165.54192006588
144,2006,"PGTIS",2263,"-","FEMALE",223,1489,"2006-5-24","1",350,165.54192006588
144,2006,"PGTIS",2264,"-","FEMALE",223,1489,"2006-5-24","1",352,165.54192006588
144,2006,"PGTIS",2265,"-","FEMALE",223,1490,"2006-5-24","1",358,165.54192006588
144,2006,"PGTIS",2266,"-","FEMALE",223,1490,"2006-5-24","1",360,165.54192006588
144,2006,"PGTIS",2267,"-","FEMALE",223,1500,"2006-5-24","1",362,165.54192006588
144,2006,"PGTIS",2268,"4","FEMALE",223,1501,"2006-5-24","2",365,165.54192006588
144,2006,"PGTIS",2269,"receptive20","FEMALE",223,1501,"2006-05-24","2",366,165.54192006588
144,2006,"PGTIS",2270,"4","FEMALE",223,1501,"2006-5-24","2",367,165.54192006588
144,2006,"PGTIS",2272,"-","FEMALE",223,1530,"2006-5-24","1",378,165.54192006588
144,2006,"PGTIS",2273,"-","FEMALE",223,1530,"2006-5-24","1",379,165.54192006588
144,2006,"PGTIS",2275,"receptive20","FEMALE",223,1540,"2006-05-24","2",384,165.54192006588
144,2006,"PGTIS",2276,"-","FEMALE",223,1541,"2006-5-24","1",389,165.54192006588
144,2006,"PGTIS",2278,"-","FEMALE",223,1541,"2006-5-24","1",393,165.54192006588
144,2006,"PGTIS",2279,"-","FEMALE",223,1558,"2006-5-24","1",398,165.54192006588
144,2006,"PGTIS",2280,"-","FEMALE",223,1558,"2006-5-24","1",402,165.54192006588
144,2006,"PGTIS",2281,"-","FEMALE",223,1563,"2006-5-24","1",407,165.54192006588
144,2006,"PGTIS",2282,"-","FEMALE",223,1563,"2006-5-24","1",408,165.54192006588
144,2006,"PGTIS",4102,"-","FEMALE",228,910,"2006-5-24","1",424,165.54192006588
144,2006,"PGTIS",4103,"-","FEMALE",228,910,"2006-5-24","1",427,165.54192006588
144,2006,"PGTIS",4104,"3","FEMALE",228,951,"2006-5-24","2",430,165.54192006588
144,2006,"PGTIS",4105,"-","FEMALE",228,951,"2006-5-24","1",431,165.54192006588
144,2006,"PGTIS",4106,"-","FEMALE",228,981,"2006-5-24","1",436,165.54192006588
144,2006,"PGTIS",4107,"-","FEMALE",228,981,"2006-5-24","1",437,165.54192006588
144,2006,"PGTIS",4108,"-","FEMALE",228,982,"2006-5-24","1",443,165.54192006588
144,2006,"PGTIS",4109,"-","FEMALE",228,982,"2006-5-24","1",444,165.54192006588
144,2006,"PGTIS",4110,"-","FEMALE",228,984,"2006-5-24","1",456,165.54192006588
144,2006,"PGTIS",4111,"-","FEMALE",228,984,"2006-5-24","1",458,165.54192006588
144,2006,"PGTIS",4112,"-","FEMALE",228,985,"2006-5-24","1",459,165.54192006588
144,2006,"PGTIS",4113,"-","FEMALE",228,986,"2006-5-24","1",462,165.54192006588
144,2006,"PGTIS",4115,"-","FEMALE",228,986,"2006-5-24","1",464,165.54192006588
144,2006,"PGTIS",4116,"4","FEMALE",228,987,"2006-5-24","2",467,165.54192006588
144,2006,"PGTIS",4117,"receptive20","FEMALE",228,987,"2006-05-24","2",469,165.54192006588
