"","Sex","Year","DoY","Index","Clone","Phenophase_Derived","Heat","Heatsum","Orchard"
"10025","FEMALE",2003,157,3752,1466,"1",11.5,290,228
"10026","FEMALE",2003,160,3752,1466,"2",10.5,326,228
"10027","FEMALE",2003,149,3753,1466,"1",7,215.1,228
"10028","FEMALE",2003,153,3753,1466,"1",7.5,252.7,228
"10029","FEMALE",2003,155,3753,1466,"1",8.5,268,228
"10030","FEMALE",2003,157,3753,1466,"1",11.5,290,228
"10031","FEMALE",2003,160,3753,1466,"2",10.5,326,228
"10032","FEMALE",2003,149,3754,1467,"1",7,215.1,228
"10033","FEMALE",2003,153,3754,1467,"1",7.5,252.7,228
"10034","FEMALE",2003,155,3754,1467,"1",8.5,268,228
"10035","FEMALE",2003,157,3754,1467,"2",11.5,290,228
"10036","FEMALE",2003,160,3754,1467,"2",10.5,326,228
"10037","FEMALE",2003,149,3755,1467,"1",7,215.1,228
"10038","FEMALE",2003,153,3755,1467,"1",7.5,252.7,228
"10039","FEMALE",2003,155,3755,1467,"2",8.5,268,228
"10040","FEMALE",2003,157,3755,1467,"2",11.5,290,228
"10041","FEMALE",2003,160,3755,1467,"2",10.5,326,228
"10042","FEMALE",2003,149,3756,1532,"1",7,215.1,228
"10043","FEMALE",2003,153,3756,1532,"1",7.5,252.7,228
"10044","FEMALE",2003,155,3756,1532,"1",8.5,268,228
"10045","FEMALE",2003,157,3756,1532,"2",11.5,290,228
"10046","FEMALE",2003,160,3756,1532,"2",10.5,326,228
"10047","FEMALE",2003,149,3757,1532,"1",7,215.1,228
"10048","FEMALE",2003,153,3757,1532,"1",7.5,252.7,228
"10049","FEMALE",2003,155,3757,1532,"2",8.5,268,228
"10050","FEMALE",2003,157,3757,1532,"2",11.5,290,228
"10051","FEMALE",2003,160,3757,1532,"2",10.5,326,228
"10052","FEMALE",2003,149,3758,1533,"1",7,215.1,228
"10053","FEMALE",2003,153,3758,1533,"2",7.5,252.7,228
"10054","FEMALE",2003,155,3758,1533,"2",8.5,268,228
"10055","FEMALE",2003,157,3758,1533,"2",11.5,290,228
"10056","FEMALE",2003,160,3758,1533,"3",10.5,326,228
"10057","FEMALE",2003,149,3759,1533,"1",7,215.1,228
"10058","FEMALE",2003,153,3759,1533,"2",7.5,252.7,228
"10059","FEMALE",2003,155,3759,1533,"2",8.5,268,228
"10060","FEMALE",2003,157,3759,1533,"2",11.5,290,228
"10061","FEMALE",2003,160,3759,1533,"3",10.5,326,228
"10062","FEMALE",2003,149,3760,1536,"1",7,215.1,228
"10063","FEMALE",2003,153,3760,1536,"2",7.5,252.7,228
"10064","FEMALE",2003,155,3760,1536,"2",8.5,268,228
"10065","FEMALE",2003,157,3760,1536,"2",11.5,290,228
"10066","FEMALE",2003,160,3760,1536,"3",10.5,326,228
"10067","FEMALE",2003,149,3761,1536,"1",7,215.1,228
"10068","FEMALE",2003,153,3761,1536,"2",7.5,252.7,228
"10069","FEMALE",2003,155,3761,1536,"2",8.5,268,228
"10070","FEMALE",2003,157,3761,1536,"2",11.5,290,228
"10071","FEMALE",2003,160,3761,1536,"2",10.5,326,228
"10072","FEMALE",2003,149,3762,1538,"1",7,215.1,228
"10073","FEMALE",2003,153,3762,1538,"1",7.5,252.7,228
"10074","FEMALE",2003,155,3762,1538,"2",8.5,268,228
"10075","FEMALE",2003,157,3762,1538,"2",11.5,290,228
"10076","FEMALE",2003,160,3762,1538,"2",10.5,326,228
"10077","FEMALE",2003,149,3763,1538,"1",7,215.1,228
"10078","FEMALE",2003,153,3763,1538,"1",7.5,252.7,228
"10079","FEMALE",2003,155,3763,1538,"2",8.5,268,228
"10080","FEMALE",2003,157,3763,1538,"2",11.5,290,228
"10081","FEMALE",2003,160,3763,1538,"2",10.5,326,228
"10082","FEMALE",2003,149,3764,1539,"1",7,215.1,228
"10083","FEMALE",2003,153,3764,1539,"2",7.5,252.7,228
"10084","FEMALE",2003,155,3764,1539,"2",8.5,268,228
"10085","FEMALE",2003,157,3764,1539,"2",11.5,290,228
"10086","FEMALE",2003,160,3764,1539,"3",10.5,326,228
"10087","FEMALE",2003,149,3765,1539,"1",7,215.1,228
"10088","FEMALE",2003,153,3765,1539,"2",7.5,252.7,228
"10089","FEMALE",2003,155,3765,1539,"2",8.5,268,228
"10090","FEMALE",2003,157,3765,1539,"2",11.5,290,228
"10091","FEMALE",2003,160,3765,1539,"3",10.5,326,228
"10092","FEMALE",2003,149,3766,1540,"1",7,215.1,228
"10093","FEMALE",2003,153,3766,1540,"2",7.5,252.7,228
"10094","FEMALE",2003,155,3766,1540,"2",8.5,268,228
"10095","FEMALE",2003,157,3766,1540,"2",11.5,290,228
"10096","FEMALE",2003,160,3766,1540,"3",10.5,326,228
"10097","FEMALE",2003,149,3767,1540,"1",7,215.1,228
"10098","FEMALE",2003,153,3767,1540,"2",7.5,252.7,228
"10099","FEMALE",2003,155,3767,1540,"2",8.5,268,228
"10100","FEMALE",2003,157,3767,1540,"2",11.5,290,228
"10101","FEMALE",2003,160,3767,1540,"3",10.5,326,228
"10102","FEMALE",2003,149,3768,1560,"1",7,215.1,228
"10103","FEMALE",2003,153,3768,1560,"1",7.5,252.7,228
"10104","FEMALE",2003,155,3768,1560,"1",8.5,268,228
"10105","FEMALE",2003,157,3768,1560,"1",11.5,290,228
"10106","FEMALE",2003,160,3768,1560,"2",10.5,326,228
"10107","FEMALE",2003,149,3769,1560,"1",7,215.1,228
"10108","FEMALE",2003,153,3769,1560,"1",7.5,252.7,228
"10109","FEMALE",2003,155,3769,1560,"1",8.5,268,228
"10110","FEMALE",2003,157,3769,1560,"1",11.5,290,228
"10111","FEMALE",2003,160,3769,1560,"2",10.5,326,228
"10112","FEMALE",2003,149,3770,1571,"1",7,215.1,228
"10113","FEMALE",2003,153,3770,1571,"1",7.5,252.7,228
"10114","FEMALE",2003,155,3770,1571,"1",8.5,268,228
"10115","FEMALE",2003,157,3770,1571,"2",11.5,290,228
"10116","FEMALE",2003,160,3770,1571,"2",10.5,326,228
"10117","FEMALE",2003,149,3771,1571,"1",7,215.1,228
"10118","FEMALE",2003,153,3771,1571,"2",7.5,252.7,228
"10119","FEMALE",2003,155,3771,1571,"2",8.5,268,228
"10120","FEMALE",2003,157,3771,1571,"2",11.5,290,228
"10121","FEMALE",2003,160,3771,1571,"2",10.5,326,228
"10122","FEMALE",2003,149,3772,1581,"1",7,215.1,228
"10123","FEMALE",2003,153,3772,1581,"1",7.5,252.7,228
"10124","FEMALE",2003,155,3772,1581,"1",8.5,268,228
"10125","FEMALE",2003,157,3772,1581,"2",11.5,290,228
"10126","FEMALE",2003,160,3772,1581,"2",10.5,326,228
"10127","FEMALE",2003,149,3773,1581,"1",7,215.1,228
"10128","FEMALE",2003,153,3773,1581,"1",7.5,252.7,228
"10129","FEMALE",2003,155,3773,1581,"1",8.5,268,228
"10130","FEMALE",2003,157,3773,1581,"1",11.5,290,228
"10131","FEMALE",2003,160,3773,1581,"2",10.5,326,228
"10132","FEMALE",2003,149,3774,1583,"1",7,215.1,228
"10133","FEMALE",2003,153,3774,1583,"2",7.5,252.7,228
"10134","FEMALE",2003,155,3774,1583,"2",8.5,268,228
"10135","FEMALE",2003,157,3774,1583,"2",11.5,290,228
"10136","FEMALE",2003,160,3774,1583,"3",10.5,326,228
"10137","FEMALE",2003,149,3775,1583,"1",7,215.1,228
"10138","FEMALE",2003,153,3775,1583,"2",7.5,252.7,228
"10139","FEMALE",2003,155,3775,1583,"2",8.5,268,228
"10140","FEMALE",2003,157,3775,1583,"2",11.5,290,228
"10141","FEMALE",2003,160,3775,1583,"2",10.5,326,228
"10142","FEMALE",2003,149,3776,1584,"1",7,215.1,228
"10143","FEMALE",2003,153,3776,1584,"1",7.5,252.7,228
"10144","FEMALE",2003,155,3776,1584,"2",8.5,268,228
"10145","FEMALE",2003,157,3776,1584,"2",11.5,290,228
"10146","FEMALE",2003,160,3776,1584,"2",10.5,326,228
"10147","FEMALE",2003,149,3777,1584,"1",7,215.1,228
"10148","FEMALE",2003,153,3777,1584,"2",7.5,252.7,228
"10149","FEMALE",2003,155,3777,1584,"2",8.5,268,228
"10150","FEMALE",2003,157,3777,1584,"2",11.5,290,228
"10151","FEMALE",2003,160,3777,1584,"2",10.5,326,228
"10152","FEMALE",2003,149,3778,1585,"1",7,215.1,228
"10153","FEMALE",2003,153,3778,1585,"2",7.5,252.7,228
"10154","FEMALE",2003,155,3778,1585,"2",8.5,268,228
"10155","FEMALE",2003,157,3778,1585,"2",11.5,290,228
"10156","FEMALE",2003,160,3778,1585,"3",10.5,326,228
"10157","FEMALE",2003,149,3779,1585,"1",7,215.1,228
"10158","FEMALE",2003,153,3779,1585,"2",7.5,252.7,228
"10159","FEMALE",2003,155,3779,1585,"2",8.5,268,228
"10160","FEMALE",2003,157,3779,1585,"2",11.5,290,228
"10161","FEMALE",2003,160,3779,1585,"3",10.5,326,228
"10162","FEMALE",2003,149,3780,1586,"1",7,215.1,228
"10163","FEMALE",2003,153,3780,1586,"2",7.5,252.7,228
"10164","FEMALE",2003,155,3780,1586,"2",8.5,268,228
"10165","FEMALE",2003,157,3780,1586,"2",11.5,290,228
"10166","FEMALE",2003,160,3780,1586,"3",10.5,326,228
"10167","FEMALE",2003,149,3781,1586,"1",7,215.1,228
"10168","FEMALE",2003,153,3781,1586,"2",7.5,252.7,228
"10169","FEMALE",2003,155,3781,1586,"2",8.5,268,228
"10170","FEMALE",2003,157,3781,1586,"2",11.5,290,228
"10171","FEMALE",2003,160,3781,1586,"3",10.5,326,228
"10172","FEMALE",2003,149,3782,1588,"1",7,215.1,228
"10173","FEMALE",2003,153,3782,1588,"1",7.5,252.7,228
"10174","FEMALE",2003,155,3782,1588,"2",8.5,268,228
"10175","FEMALE",2003,157,3782,1588,"2",11.5,290,228
"10176","FEMALE",2003,160,3782,1588,"2",10.5,326,228
"10177","FEMALE",2003,149,3783,1588,"1",7,215.1,228
"10178","FEMALE",2003,153,3783,1588,"2",7.5,252.7,228
"10179","FEMALE",2003,155,3783,1588,"2",8.5,268,228
"10180","FEMALE",2003,157,3783,1588,"2",11.5,290,228
"10181","FEMALE",2003,160,3783,1588,"3",10.5,326,228
"10182","FEMALE",2003,149,3784,1589,"1",7,215.1,228
"10183","FEMALE",2003,153,3784,1589,"2",7.5,252.7,228
"10184","FEMALE",2003,155,3784,1589,"2",8.5,268,228
"10185","FEMALE",2003,157,3784,1589,"2",11.5,290,228
"10186","FEMALE",2003,160,3784,1589,"2",10.5,326,228
"10187","FEMALE",2003,149,3785,1589,"1",7,215.1,228
"10188","FEMALE",2003,153,3785,1589,"2",7.5,252.7,228
"10189","FEMALE",2003,155,3785,1589,"2",8.5,268,228
"10190","FEMALE",2003,157,3785,1589,"2",11.5,290,228
"10191","FEMALE",2003,160,3785,1589,"2",10.5,326,228
"10192","FEMALE",2003,149,3786,1590,"1",7,215.1,228
"10193","FEMALE",2003,153,3786,1590,"1",7.5,252.7,228
"10194","FEMALE",2003,155,3786,1590,"2",8.5,268,228
"10195","FEMALE",2003,157,3786,1590,"2",11.5,290,228
"10196","FEMALE",2003,160,3786,1590,"2",10.5,326,228
"10197","FEMALE",2003,149,3787,1590,"1",7,215.1,228
"10198","FEMALE",2003,153,3787,1590,"1",7.5,252.7,228
"10199","FEMALE",2003,155,3787,1590,"2",8.5,268,228
"10200","FEMALE",2003,157,3787,1590,"2",11.5,290,228
"10201","FEMALE",2003,160,3787,1590,"2",10.5,326,228
"10202","FEMALE",2003,149,3788,1593,"1",7,215.1,228
"10203","FEMALE",2003,153,3788,1593,"1",7.5,252.7,228
"10204","FEMALE",2003,155,3788,1593,"2",8.5,268,228
"10205","FEMALE",2003,157,3788,1593,"2",11.5,290,228
"10206","FEMALE",2003,160,3788,1593,"2",10.5,326,228
"10207","FEMALE",2003,149,3789,1593,"1",7,215.1,228
"10208","FEMALE",2003,153,3789,1593,"1",7.5,252.7,228
"10209","FEMALE",2003,155,3789,1593,"2",8.5,268,228
"10210","FEMALE",2003,157,3789,1593,"2",11.5,290,228
"10211","FEMALE",2003,160,3789,1593,"2",10.5,326,228
"10212","FEMALE",2003,149,3790,1594,"1",7,215.1,228
"10213","FEMALE",2003,153,3790,1594,"2",7.5,252.7,228
"10214","FEMALE",2003,155,3790,1594,"2",8.5,268,228
"10215","FEMALE",2003,157,3790,1594,"2",11.5,290,228
"10216","FEMALE",2003,160,3790,1594,"3",10.5,326,228
"10217","FEMALE",2003,149,3791,1594,"1",7,215.1,228
"10218","FEMALE",2003,153,3791,1594,"1",7.5,252.7,228
"10219","FEMALE",2003,155,3791,1594,"2",8.5,268,228
"10220","FEMALE",2003,157,3791,1594,"2",11.5,290,228
"10221","FEMALE",2003,160,3791,1594,"2",10.5,326,228
"10222","FEMALE",2003,149,3792,1595,"1",7,215.1,228
"10223","FEMALE",2003,153,3792,1595,"2",7.5,252.7,228
"10224","FEMALE",2003,155,3792,1595,"2",8.5,268,228
"10225","FEMALE",2003,157,3792,1595,"2",11.5,290,228
"10226","FEMALE",2003,160,3792,1595,"3",10.5,326,228
"10227","FEMALE",2003,149,3793,1595,"1",7,215.1,228
"10228","FEMALE",2003,153,3793,1595,"1",7.5,252.7,228
"10229","FEMALE",2003,155,3793,1595,"2",8.5,268,228
"10230","FEMALE",2003,157,3793,1595,"2",11.5,290,228
"10231","FEMALE",2003,160,3793,1595,"2",10.5,326,228
"10232","FEMALE",2003,149,3794,1596,"1",7,215.1,228
"10233","FEMALE",2003,153,3794,1596,"1",7.5,252.7,228
"10234","FEMALE",2003,155,3794,1596,"2",8.5,268,228
"10235","FEMALE",2003,157,3794,1596,"2",11.5,290,228
"10236","FEMALE",2003,160,3794,1596,"2",10.5,326,228
"10237","FEMALE",2003,149,3795,1596,"1",7,215.1,228
"10238","FEMALE",2003,153,3795,1596,"1",7.5,252.7,228
"10239","FEMALE",2003,155,3795,1596,"2",8.5,268,228
"10240","FEMALE",2003,157,3795,1596,"2",11.5,290,228
"10241","FEMALE",2003,160,3795,1596,"2",10.5,326,228
"10242","FEMALE",2003,149,3796,1599,"1",7,215.1,228
"10243","FEMALE",2003,153,3796,1599,"1",7.5,252.7,228
"10244","FEMALE",2003,155,3796,1599,"2",8.5,268,228
"10245","FEMALE",2003,157,3796,1599,"2",11.5,290,228
"10246","FEMALE",2003,160,3796,1599,"2",10.5,326,228
"10247","FEMALE",2003,149,3797,1599,"1",7,215.1,228
"10248","FEMALE",2003,153,3797,1599,"1",7.5,252.7,228
"10249","FEMALE",2003,155,3797,1599,"2",8.5,268,228
"10250","FEMALE",2003,157,3797,1599,"2",11.5,290,228
"10251","FEMALE",2003,160,3797,1599,"2",10.5,326,228
"10252","FEMALE",2003,149,3798,2000,"1",7,215.1,228
"10253","FEMALE",2003,153,3798,2000,"1",7.5,252.7,228
"10254","FEMALE",2003,155,3798,2000,"2",8.5,268,228
"10255","FEMALE",2003,157,3798,2000,"2",11.5,290,228
"10256","FEMALE",2003,160,3798,2000,"2",10.5,326,228
"10257","FEMALE",2003,149,3799,2000,"1",7,215.1,228
"10258","FEMALE",2003,153,3799,2000,"1",7.5,252.7,228
"10259","FEMALE",2003,155,3799,2000,"1",8.5,268,228
"10260","FEMALE",2003,157,3799,2000,"2",11.5,290,228
"10261","FEMALE",2003,160,3799,2000,"2",10.5,326,228
"10262","MALE",2003,153,848,980,"2",7.5,252.7,220
"10263","MALE",2003,155,848,980,"2",8.5,268,220
"10264","MALE",2003,157,848,980,"2",11.5,290,220
"10265","MALE",2003,160,848,980,"3",10.5,326,220
"10266","MALE",2003,153,849,980,"2",7.5,252.7,220
"10267","MALE",2003,155,849,980,"2",8.5,268,220
"10268","MALE",2003,157,849,980,"2",11.5,290,220
"10269","MALE",2003,160,849,980,"3",10.5,326,220
"10270","MALE",2003,153,850,984,"2",7.5,252.7,220
"10271","MALE",2003,155,850,984,"2",8.5,268,220
"10272","MALE",2003,157,850,984,"2",11.5,290,220
"10273","MALE",2003,160,850,984,"3",10.5,326,220
"10274","MALE",2003,153,851,984,"2",7.5,252.7,220
"10275","MALE",2003,155,851,984,"2",8.5,268,220
"10276","MALE",2003,157,851,984,"3",11.5,290,220
"10277","MALE",2003,160,851,984,"3",10.5,326,220
"10278","MALE",2003,153,852,985,"2",7.5,252.7,220
"10279","MALE",2003,155,852,985,"2",8.5,268,220
"10280","MALE",2003,157,852,985,"2",11.5,290,220
"10281","MALE",2003,160,852,985,"2",10.5,326,220
"10282","MALE",2003,153,853,985,"2",7.5,252.7,220
"10283","MALE",2003,155,853,985,"2",8.5,268,220
"10284","MALE",2003,157,853,985,"2",11.5,290,220
"10285","MALE",2003,160,853,985,"3",10.5,326,220
"10286","MALE",2003,153,854,985,"2",7.5,252.7,220
"10287","MALE",2003,155,854,985,"2",8.5,268,220
"10288","MALE",2003,157,854,985,"2",11.5,290,220
"10289","MALE",2003,160,854,985,"3",10.5,326,220
"10290","MALE",2003,153,855,988,"2",7.5,252.7,220
"10291","MALE",2003,155,855,988,"2",8.5,268,220
"10292","MALE",2003,157,855,988,"3",11.5,290,220
"10293","MALE",2003,160,855,988,"3",10.5,326,220
"10294","MALE",2003,153,856,988,"2",7.5,252.7,220
"10295","MALE",2003,155,856,988,"2",8.5,268,220
"10296","MALE",2003,157,856,988,"2",11.5,290,220
"10297","MALE",2003,160,856,988,"2",10.5,326,220
"10298","MALE",2003,153,857,1457,"2",7.5,252.7,220
"10299","MALE",2003,155,857,1457,"2",8.5,268,220
"10300","MALE",2003,157,857,1457,"2",11.5,290,220
"10301","MALE",2003,160,857,1457,"3",10.5,326,220
"10302","MALE",2003,153,858,1472,"2",7.5,252.7,220
"10303","MALE",2003,155,858,1472,"2",8.5,268,220
"10304","MALE",2003,157,858,1472,"2",11.5,290,220
"10305","MALE",2003,160,858,1472,"2",10.5,326,220
"10306","MALE",2003,153,859,1472,"2",7.5,252.7,220
"10307","MALE",2003,155,859,1472,"2",8.5,268,220
"10308","MALE",2003,157,859,1472,"2",11.5,290,220
"10309","MALE",2003,160,859,1472,"3",10.5,326,220
"10310","MALE",2003,153,860,1475,"2",7.5,252.7,220
"10311","MALE",2003,155,860,1475,"2",8.5,268,220
"10312","MALE",2003,157,860,1475,"2",11.5,290,220
"10313","MALE",2003,160,860,1475,"2",10.5,326,220
"10314","MALE",2003,153,861,1478,"2",7.5,252.7,220
"10315","MALE",2003,155,861,1478,"2",8.5,268,220
"10316","MALE",2003,157,861,1478,"3",11.5,290,220
"10317","MALE",2003,160,861,1478,"3",10.5,326,220
"10318","MALE",2003,153,862,1478,"2",7.5,252.7,220
"10319","MALE",2003,155,862,1478,"2",8.5,268,220
"10320","MALE",2003,157,862,1478,"3",11.5,290,220
"10321","MALE",2003,160,862,1478,"3",10.5,326,220
"10322","MALE",2003,153,863,1479,"2",7.5,252.7,220
"10323","MALE",2003,155,863,1479,"2",8.5,268,220
"10324","MALE",2003,157,863,1479,"2",11.5,290,220
"10325","MALE",2003,160,863,1479,"3",10.5,326,220
"10326","MALE",2003,153,864,1479,"2",7.5,252.7,220
"10327","MALE",2003,155,864,1479,"2",8.5,268,220
"10328","MALE",2003,157,864,1479,"2",11.5,290,220
"10329","MALE",2003,160,864,1479,"3",10.5,326,220
"10330","MALE",2003,153,865,1481,"2",7.5,252.7,220
"10331","MALE",2003,155,865,1481,"2",8.5,268,220
"10332","MALE",2003,157,865,1481,"3",11.5,290,220
"10333","MALE",2003,160,865,1481,"3",10.5,326,220
"10334","MALE",2003,153,866,1481,"2",7.5,252.7,220
"10335","MALE",2003,155,866,1481,"2",8.5,268,220
"10336","MALE",2003,157,866,1481,"2",11.5,290,220
"10337","MALE",2003,160,866,1481,"3",10.5,326,220
"10338","MALE",2003,153,867,1484,"2",7.5,252.7,220
"10339","MALE",2003,155,867,1484,"2",8.5,268,220
"10340","MALE",2003,157,867,1484,"3",11.5,290,220
"10341","MALE",2003,160,867,1484,"3",10.5,326,220
"10342","MALE",2003,153,868,1484,"2",7.5,252.7,220
"10343","MALE",2003,155,868,1484,"2",8.5,268,220
"10344","MALE",2003,157,868,1484,"2",11.5,290,220
"10345","MALE",2003,160,868,1484,"3",10.5,326,220
"10346","MALE",2003,153,869,1488,"2",7.5,252.7,220
"10347","MALE",2003,155,869,1488,"2",8.5,268,220
"10348","MALE",2003,157,869,1488,"2",11.5,290,220
"10349","MALE",2003,160,869,1488,"3",10.5,326,220
"10350","MALE",2003,153,870,1488,"2",7.5,252.7,220
"10351","MALE",2003,155,870,1488,"2",8.5,268,220
"10352","MALE",2003,157,870,1488,"2",11.5,290,220
"10353","MALE",2003,160,870,1488,"3",10.5,326,220
"10354","MALE",2003,153,871,1502,"2",7.5,252.7,220
"10355","MALE",2003,155,871,1502,"2",8.5,268,220
"10356","MALE",2003,157,871,1502,"2",11.5,290,220
"10357","MALE",2003,160,871,1502,"2",10.5,326,220
"10358","MALE",2003,153,872,1502,"1",7.5,252.7,220
"10359","MALE",2003,155,872,1502,"2",8.5,268,220
"10360","MALE",2003,157,872,1502,"2",11.5,290,220
"10361","MALE",2003,160,872,1502,"2",10.5,326,220
"10362","MALE",2003,153,873,1502,"2",7.5,252.7,220
"10363","MALE",2003,155,873,1502,"2",8.5,268,220
"10364","MALE",2003,157,873,1502,"2",11.5,290,220
"10365","MALE",2003,160,873,1502,"2",10.5,326,220
"10366","MALE",2003,153,874,1503,"2",7.5,252.7,220
"10367","MALE",2003,155,874,1503,"2",8.5,268,220
"10368","MALE",2003,157,874,1503,"2",11.5,290,220
"10369","MALE",2003,160,874,1503,"3",10.5,326,220
"10370","MALE",2003,153,875,1503,"2",7.5,252.7,220
"10371","MALE",2003,155,875,1503,"2",8.5,268,220
"10372","MALE",2003,157,875,1503,"2",11.5,290,220
"10373","MALE",2003,160,875,1503,"3",10.5,326,220
"10374","MALE",2003,153,876,1526,"2",7.5,252.7,220
"10375","MALE",2003,155,876,1526,"2",8.5,268,220
"10376","MALE",2003,157,876,1526,"2",11.5,290,220
"10377","MALE",2003,160,876,1526,"2",10.5,326,220
"10378","MALE",2003,153,877,1526,"2",7.5,252.7,220
"10379","MALE",2003,155,877,1526,"2",8.5,268,220
"10380","MALE",2003,157,877,1526,"2",11.5,290,220
"10381","MALE",2003,160,877,1526,"2",10.5,326,220
"10382","MALE",2003,153,878,1528,"2",7.5,252.7,220
"10383","MALE",2003,155,878,1528,"2",8.5,268,220
"10384","MALE",2003,157,878,1528,"2",11.5,290,220
"10385","MALE",2003,160,878,1528,"3",10.5,326,220
"10386","MALE",2003,153,879,1528,"2",7.5,252.7,220
"10387","MALE",2003,155,879,1528,"2",8.5,268,220
"10388","MALE",2003,157,879,1528,"2",11.5,290,220
"10389","MALE",2003,160,879,1528,"2",10.5,326,220
"10390","MALE",2003,153,880,1531,"2",7.5,252.7,220
"10391","MALE",2003,155,880,1531,"2",8.5,268,220
"10392","MALE",2003,157,880,1531,"2",11.5,290,220
"10393","MALE",2003,160,880,1531,"2",10.5,326,220
"10394","MALE",2003,153,881,1531,"2",7.5,252.7,220
"10395","MALE",2003,155,881,1531,"2",8.5,268,220
"10396","MALE",2003,157,881,1531,"2",11.5,290,220
"10397","MALE",2003,160,881,1531,"2",10.5,326,220
"10398","MALE",2003,153,882,1542,"2",7.5,252.7,220
"10399","MALE",2003,155,882,1542,"2",8.5,268,220
"10400","MALE",2003,157,882,1542,"2",11.5,290,220
"10401","MALE",2003,160,882,1542,"2",10.5,326,220
"10402","MALE",2003,153,883,1542,"2",7.5,252.7,220
"10403","MALE",2003,155,883,1542,"2",8.5,268,220
"10404","MALE",2003,157,883,1542,"2",11.5,290,220
"10405","MALE",2003,160,883,1542,"2",10.5,326,220
"10406","MALE",2003,153,884,1557,"2",7.5,252.7,220
"10407","MALE",2003,155,884,1557,"2",8.5,268,220
"10408","MALE",2003,157,884,1557,"2",11.5,290,220
"10409","MALE",2003,160,884,1557,"3",10.5,326,220
"10410","MALE",2003,153,885,1557,"2",7.5,252.7,220
"10411","MALE",2003,155,885,1557,"2",8.5,268,220
"10412","MALE",2003,157,885,1557,"2",11.5,290,220
"10413","MALE",2003,160,885,1557,"2",10.5,326,220
"10414","MALE",2003,153,886,1559,"2",7.5,252.7,220
"10415","MALE",2003,155,886,1559,"2",8.5,268,220
"10416","MALE",2003,157,886,1559,"3",11.5,290,220
"10417","MALE",2003,160,886,1559,"3",10.5,326,220
"10418","MALE",2003,153,887,1559,"2",7.5,252.7,220
"10419","MALE",2003,155,887,1559,"2",8.5,268,220
"10420","MALE",2003,157,887,1559,"2",11.5,290,220
"10421","MALE",2003,160,887,1559,"2",10.5,326,220
"10422","MALE",2003,153,888,1582,"2",7.5,252.7,220
"10423","MALE",2003,155,888,1582,"2",8.5,268,220
"10424","MALE",2003,157,888,1582,"2",11.5,290,220
"10425","MALE",2003,160,888,1582,"3",10.5,326,220
"10426","MALE",2003,153,889,1582,"2",7.5,252.7,220
"10427","MALE",2003,155,889,1582,"2",8.5,268,220
"10428","MALE",2003,157,889,1582,"2",11.5,290,220
"10429","MALE",2003,160,889,1582,"3",10.5,326,220
"10430","MALE",2003,153,890,1582,"2",7.5,252.7,220
"10431","MALE",2003,155,890,1582,"2",8.5,268,220
"10432","MALE",2003,157,890,1582,"2",11.5,290,220
"10433","MALE",2003,160,890,1582,"2",10.5,326,220
"10434","MALE",2003,153,891,1582,"2",7.5,252.7,220
"10435","MALE",2003,155,891,1582,"2",8.5,268,220
"10436","MALE",2003,157,891,1582,"2",11.5,290,220
"10437","MALE",2003,160,891,1582,"2",10.5,326,220
"10438","MALE",2003,153,892,1587,"2",7.5,252.7,220
"10439","MALE",2003,155,892,1587,"2",8.5,268,220
"10440","MALE",2003,157,892,1587,"2",11.5,290,220
"10441","MALE",2003,160,892,1587,"2",10.5,326,220
"10442","MALE",2003,153,893,1587,"2",7.5,252.7,220
"10443","MALE",2003,155,893,1587,"2",8.5,268,220
"10444","MALE",2003,157,893,1587,"2",11.5,290,220
"10445","MALE",2003,160,893,1587,"2",10.5,326,220
"10446","MALE",2003,153,894,1591,"2",7.5,252.7,220
"10447","MALE",2003,155,894,1591,"2",8.5,268,220
"10448","MALE",2003,157,894,1591,"2",11.5,290,220
"10449","MALE",2003,160,894,1591,"2",10.5,326,220
"10450","MALE",2003,153,895,1591,"2",7.5,252.7,220
"10451","MALE",2003,155,895,1591,"2",8.5,268,220
"10452","MALE",2003,157,895,1591,"2",11.5,290,220
"10453","MALE",2003,160,895,1591,"2",10.5,326,220
"10454","MALE",2003,153,896,1591,"2",7.5,252.7,220
"10455","MALE",2003,155,896,1591,"2",8.5,268,220
"10456","MALE",2003,157,896,1591,"2",11.5,290,220
"10457","MALE",2003,160,896,1591,"2",10.5,326,220
"10458","MALE",2003,153,897,1592,"2",7.5,252.7,220
"10459","MALE",2003,155,897,1592,"2",8.5,268,220
"10460","MALE",2003,157,897,1592,"2",11.5,290,220
"10461","MALE",2003,160,897,1592,"2",10.5,326,220
"10462","MALE",2003,153,898,1592,"2",7.5,252.7,220
"10463","MALE",2003,155,898,1592,"2",8.5,268,220
"10464","MALE",2003,157,898,1592,"2",11.5,290,220
"10465","MALE",2003,160,898,1592,"3",10.5,326,220
"10466","MALE",2003,153,899,1597,"2",7.5,252.7,220
"10467","MALE",2003,155,899,1597,"2",8.5,268,220
"10468","MALE",2003,157,899,1597,"2",11.5,290,220
"10469","MALE",2003,160,899,1597,"2",10.5,326,220
"10470","MALE",2003,153,900,1597,"2",7.5,252.7,220
"10471","MALE",2003,155,900,1597,"2",8.5,268,220
"10472","MALE",2003,157,900,1597,"2",11.5,290,220
"10473","MALE",2003,160,900,1597,"2",10.5,326,220
"10474","MALE",2003,153,901,1598,"2",7.5,252.7,220
