"","Sex","Year","DoY","Index","Clone","Phenophase_Derived","Heat","Heatsum","Orchard"
"5023","MALE",1999,168,1791,1473,"2",11.8,321.6,223
"5024","MALE",1999,170,1791,1473,"3",9.5,342.4,223
"5025","MALE",1999,172,1791,1473,"3",7.3,357,223
"5026","MALE",1999,174,1791,1473,"3",8,371,223
"5027","MALE",1999,152,1792,1474,"1",3.8,179.6,223
"5028","MALE",1999,154,1792,1474,"1",8,194.6,223
"5029","MALE",1999,156,1792,1474,"1",6.3,206.4,223
"5030","MALE",1999,158,1792,1474,"1",4.3,216,223
"5031","MALE",1999,160,1792,1474,"2",4.8,226.1,223
"5032","MALE",1999,162,1792,1474,"2",11.3,243.4,223
"5033","MALE",1999,164,1792,1474,"2",13.5,268.4,223
"5034","MALE",1999,166,1792,1474,"2",15.3,297,223
"5035","MALE",1999,168,1792,1474,"2",11.8,321.6,223
"5036","MALE",1999,170,1792,1474,"3",9.5,342.4,223
"5037","MALE",1999,172,1792,1474,"3",7.3,357,223
"5038","MALE",1999,174,1792,1474,"3",8,371,223
"5039","MALE",1999,152,1793,1501,"2",3.8,179.6,223
"5040","MALE",1999,154,1793,1501,"2",8,194.6,223
"5041","MALE",1999,156,1793,1501,"2",6.3,206.4,223
"5042","MALE",1999,158,1793,1501,"2",4.3,216,223
"5043","MALE",1999,160,1793,1501,"2",4.8,226.1,223
"5044","MALE",1999,162,1793,1501,"2",11.3,243.4,223
"5045","MALE",1999,164,1793,1501,"3",13.5,268.4,223
"5046","MALE",1999,166,1793,1501,"3",15.3,297,223
"5047","MALE",1999,168,1793,1501,"3",11.8,321.6,223
"5048","MALE",1999,170,1793,1501,"3",9.5,342.4,223
"5049","MALE",1999,172,1793,1501,"3",7.3,357,223
"5050","MALE",1999,174,1793,1501,"3",8,371,223
"5051","MALE",1999,152,1798,1471,"1",3.8,179.6,223
"5052","MALE",1999,154,1798,1471,"1",8,194.6,223
"5053","MALE",1999,156,1798,1471,"1",6.3,206.4,223
"5054","MALE",1999,158,1798,1471,"2",4.3,216,223
"5055","MALE",1999,160,1798,1471,"2",4.8,226.1,223
"5056","MALE",1999,162,1798,1471,"2",11.3,243.4,223
"5057","MALE",1999,164,1798,1471,"2",13.5,268.4,223
"5058","MALE",1999,166,1798,1471,"2",15.3,297,223
"5059","MALE",1999,168,1798,1471,"2",11.8,321.6,223
"5060","MALE",1999,170,1798,1471,"3",9.5,342.4,223
"5061","MALE",1999,172,1798,1471,"3",7.3,357,223
"5062","MALE",1999,174,1798,1471,"3",8,371,223
"5063","MALE",1999,152,1799,1490,"1",3.8,179.6,223
"5064","MALE",1999,154,1799,1490,"1",8,194.6,223
"5065","MALE",1999,156,1799,1490,"1",6.3,206.4,223
"5066","MALE",1999,158,1799,1490,"2",4.3,216,223
"5067","MALE",1999,160,1799,1490,"2",4.8,226.1,223
"5068","MALE",1999,162,1799,1490,"2",11.3,243.4,223
"5069","MALE",1999,164,1799,1490,"2",13.5,268.4,223
"5070","MALE",1999,166,1799,1490,"2",15.3,297,223
"5071","MALE",1999,168,1799,1490,"2",11.8,321.6,223
"5072","MALE",1999,170,1799,1490,"3",9.5,342.4,223
"5073","MALE",1999,172,1799,1490,"3",7.3,357,223
"5074","MALE",1999,174,1799,1490,"3",8,371,223
"5075","MALE",1999,152,1800,1501,"2",3.8,179.6,223
"5076","MALE",1999,154,1800,1501,"2",8,194.6,223
"5077","MALE",1999,156,1800,1501,"2",6.3,206.4,223
"5078","MALE",1999,158,1800,1501,"2",4.3,216,223
"5079","MALE",1999,160,1800,1501,"2",4.8,226.1,223
"5080","MALE",1999,162,1800,1501,"2",11.3,243.4,223
"5081","MALE",1999,164,1800,1501,"2",13.5,268.4,223
"5082","MALE",1999,166,1800,1501,"2",15.3,297,223
"5083","MALE",1999,168,1800,1501,"3",11.8,321.6,223
"5084","MALE",1999,170,1800,1501,"3",9.5,342.4,223
"5085","MALE",1999,172,1800,1501,"3",7.3,357,223
"5086","MALE",1999,174,1800,1501,"3",8,371,223
"5087","MALE",1999,152,1801,1530,"2",3.8,179.6,223
"5088","MALE",1999,154,1801,1530,"2",8,194.6,223
"5089","MALE",1999,156,1801,1530,"2",6.3,206.4,223
"5090","MALE",1999,158,1801,1530,"2",4.3,216,223
"5091","MALE",1999,160,1801,1530,"2",4.8,226.1,223
"5092","MALE",1999,162,1801,1530,"2",11.3,243.4,223
"5093","MALE",1999,164,1801,1530,"2",13.5,268.4,223
"5094","MALE",1999,166,1801,1530,"2",15.3,297,223
"5095","MALE",1999,168,1801,1530,"3",11.8,321.6,223
"5096","MALE",1999,170,1801,1530,"3",9.5,342.4,223
"5097","MALE",1999,172,1801,1530,"3",7.3,357,223
"5098","MALE",1999,174,1801,1530,"3",8,371,223
"5099","MALE",1999,152,1803,1474,"1",3.8,179.6,223
"5100","MALE",1999,154,1803,1474,"1",8,194.6,223
"5101","MALE",1999,156,1803,1474,"1",6.3,206.4,223
"5102","MALE",1999,158,1803,1474,"1",4.3,216,223
"5103","MALE",1999,160,1803,1474,"1",4.8,226.1,223
"5104","MALE",1999,162,1803,1474,"2",11.3,243.4,223
"5105","MALE",1999,164,1803,1474,"2",13.5,268.4,223
"5106","MALE",1999,166,1803,1474,"2",15.3,297,223
"5107","MALE",1999,168,1803,1474,"2",11.8,321.6,223
"5108","MALE",1999,170,1803,1474,"2",9.5,342.4,223
"5109","MALE",1999,172,1803,1474,"3",7.3,357,223
"5110","MALE",1999,174,1803,1474,"3",8,371,223
"5111","MALE",1999,152,1809,1470,"1",3.8,179.6,223
"5112","MALE",1999,154,1809,1470,"1",8,194.6,223
"5113","MALE",1999,156,1809,1470,"1",6.3,206.4,223
"5114","MALE",1999,158,1809,1470,"2",4.3,216,223
"5115","MALE",1999,160,1809,1470,"2",4.8,226.1,223
"5116","MALE",1999,162,1809,1470,"2",11.3,243.4,223
"5117","MALE",1999,164,1809,1470,"2",13.5,268.4,223
"5118","MALE",1999,166,1809,1470,"2",15.3,297,223
"5119","MALE",1999,168,1809,1470,"2",11.8,321.6,223
"5120","MALE",1999,170,1809,1470,"3",9.5,342.4,223
"5121","MALE",1999,172,1809,1470,"3",7.3,357,223
"5122","MALE",1999,174,1809,1470,"3",8,371,223
"5123","MALE",1999,152,1810,1473,"1",3.8,179.6,223
"5124","MALE",1999,154,1810,1473,"1",8,194.6,223
"5125","MALE",1999,156,1810,1473,"2",6.3,206.4,223
"5126","MALE",1999,158,1810,1473,"2",4.3,216,223
"5127","MALE",1999,160,1810,1473,"2",4.8,226.1,223
"5128","MALE",1999,162,1810,1473,"2",11.3,243.4,223
"5129","MALE",1999,164,1810,1473,"2",13.5,268.4,223
"5130","MALE",1999,166,1810,1473,"2",15.3,297,223
"5131","MALE",1999,168,1810,1473,"3",11.8,321.6,223
"5132","MALE",1999,170,1810,1473,"3",9.5,342.4,223
"5133","MALE",1999,172,1810,1473,"3",7.3,357,223
"5134","MALE",1999,174,1810,1473,"3",8,371,223
"5135","MALE",1999,152,1811,1485,"1",3.8,179.6,223
"5136","MALE",1999,154,1811,1485,"1",8,194.6,223
"5137","MALE",1999,156,1811,1485,"2",6.3,206.4,223
"5138","MALE",1999,158,1811,1485,"2",4.3,216,223
"5139","MALE",1999,160,1811,1485,"2",4.8,226.1,223
"5140","MALE",1999,162,1811,1485,"2",11.3,243.4,223
"5141","MALE",1999,164,1811,1485,"2",13.5,268.4,223
"5142","MALE",1999,166,1811,1485,"2",15.3,297,223
"5143","MALE",1999,168,1811,1485,"2",11.8,321.6,223
"5144","MALE",1999,170,1811,1485,"2",9.5,342.4,223
"5145","MALE",1999,172,1811,1485,"3",7.3,357,223
"5146","MALE",1999,174,1811,1485,"3",8,371,223
"5147","MALE",1999,152,1812,1489,"1",3.8,179.6,223
"5148","MALE",1999,154,1812,1489,"1",8,194.6,223
"5149","MALE",1999,156,1812,1489,"1",6.3,206.4,223
"5150","MALE",1999,158,1812,1489,"2",4.3,216,223
"5151","MALE",1999,160,1812,1489,"2",4.8,226.1,223
"5152","MALE",1999,162,1812,1489,"2",11.3,243.4,223
"5153","MALE",1999,164,1812,1489,"2",13.5,268.4,223
"5154","MALE",1999,166,1812,1489,"2",15.3,297,223
"5155","MALE",1999,168,1812,1489,"2",11.8,321.6,223
"5156","MALE",1999,170,1812,1489,"3",9.5,342.4,223
"5157","MALE",1999,172,1812,1489,"3",7.3,357,223
"5158","MALE",1999,174,1812,1489,"3",8,371,223
"5159","MALE",1999,152,1813,1530,"2",3.8,179.6,223
"5160","MALE",1999,154,1813,1530,"2",8,194.6,223
"5161","MALE",1999,156,1813,1530,"2",6.3,206.4,223
"5162","MALE",1999,158,1813,1530,"2",4.3,216,223
"5163","MALE",1999,160,1813,1530,"2",4.8,226.1,223
"5164","MALE",1999,162,1813,1530,"2",11.3,243.4,223
"5165","MALE",1999,164,1813,1530,"2",13.5,268.4,223
"5166","MALE",1999,166,1813,1530,"2",15.3,297,223
"5167","MALE",1999,168,1813,1530,"3",11.8,321.6,223
"5168","MALE",1999,170,1813,1530,"3",9.5,342.4,223
"5169","MALE",1999,172,1813,1530,"3",7.3,357,223
"5170","MALE",1999,174,1813,1530,"3",8,371,223
"5171","MALE",1999,152,1815,1486,"1",3.8,179.6,223
"5172","MALE",1999,154,1815,1486,"1",8,194.6,223
"5173","MALE",1999,156,1815,1486,"1",6.3,206.4,223
"5174","MALE",1999,158,1815,1486,"2",4.3,216,223
"5175","MALE",1999,160,1815,1486,"2",4.8,226.1,223
"5176","MALE",1999,162,1815,1486,"2",11.3,243.4,223
"5177","MALE",1999,164,1815,1486,"2",13.5,268.4,223
"5178","MALE",1999,166,1815,1486,"2",15.3,297,223
"5179","MALE",1999,168,1815,1486,"2",11.8,321.6,223
"5180","MALE",1999,170,1815,1486,"3",9.5,342.4,223
"5181","MALE",1999,172,1815,1486,"3",7.3,357,223
"5182","MALE",1999,174,1815,1486,"3",8,371,223
"5183","MALE",1999,152,1817,1477,"1",3.8,179.6,223
"5184","MALE",1999,154,1817,1477,"1",8,194.6,223
"5185","MALE",1999,156,1817,1477,"1",6.3,206.4,223
"5186","MALE",1999,158,1817,1477,"2",4.3,216,223
"5187","MALE",1999,160,1817,1477,"2",4.8,226.1,223
"5188","MALE",1999,162,1817,1477,"2",11.3,243.4,223
"5189","MALE",1999,164,1817,1477,"2",13.5,268.4,223
"5190","MALE",1999,166,1817,1477,"2",15.3,297,223
"5191","MALE",1999,168,1817,1477,"2",11.8,321.6,223
"5192","MALE",1999,170,1817,1477,"2",9.5,342.4,223
"5193","MALE",1999,172,1817,1477,"2",7.3,357,223
"5194","MALE",1999,174,1817,1477,"3",8,371,223
"5195","MALE",1999,151,3324,1464,"2",7.3,175.8,228
"5196","MALE",1999,154,3324,1464,"2",8,194.6,228
"5197","MALE",1999,156,3324,1464,"2",6.3,206.4,228
"5198","MALE",1999,158,3324,1464,"2",4.3,216,228
"5199","MALE",1999,160,3324,1464,"2",4.8,226.1,228
"5200","MALE",1999,162,3324,1464,"2",11.3,243.4,228
"5201","MALE",1999,164,3324,1464,"2",13.5,268.4,228
"5202","MALE",1999,166,3324,1464,"2",15.3,297,228
"5203","MALE",1999,168,3324,1464,"3",11.8,321.6,228
"5204","MALE",1999,170,3324,1464,"3",9.5,342.4,228
"5205","MALE",1999,172,3324,1464,"3",7.3,357,228
"5206","MALE",1999,151,3325,1464,"1",7.3,175.8,228
"5207","MALE",1999,154,3325,1464,"1",8,194.6,228
"5208","MALE",1999,156,3325,1464,"2",6.3,206.4,228
"5209","MALE",1999,158,3325,1464,"2",4.3,216,228
"5210","MALE",1999,160,3325,1464,"2",4.8,226.1,228
"5211","MALE",1999,162,3325,1464,"2",11.3,243.4,228
"5212","MALE",1999,164,3325,1464,"2",13.5,268.4,228
"5213","MALE",1999,166,3325,1464,"2",15.3,297,228
"5214","MALE",1999,168,3325,1464,"2",11.8,321.6,228
"5215","MALE",1999,170,3325,1464,"3",9.5,342.4,228
"5216","MALE",1999,172,3325,1464,"3",7.3,357,228
"5217","FEMALE",2000,157,583,980,"1",10.3,206.8,220
"5218","FEMALE",2000,159,583,980,"2",8.3,224.4,220
"5219","FEMALE",2000,161,583,980,"2",6.8,236.5,220
"5220","FEMALE",2000,163,583,980,"2",6,249.8,220
"5221","FEMALE",2000,165,583,980,"2",7,262.1,220
"5222","FEMALE",2000,168,583,980,"2",6.8,283.4,220
"5223","FEMALE",2000,170,583,980,"3",8.5,299.7,220
"5224","FEMALE",2000,157,584,980,"2",10.3,206.8,220
"5225","FEMALE",2000,159,584,980,"2",8.3,224.4,220
"5226","FEMALE",2000,161,584,980,"2",6.8,236.5,220
"5227","FEMALE",2000,163,584,980,"2",6,249.8,220
"5228","FEMALE",2000,165,584,980,"2",7,262.1,220
"5229","FEMALE",2000,168,584,980,"3",6.8,283.4,220
"5230","FEMALE",2000,170,584,980,"3",8.5,299.7,220
"5231","FEMALE",2000,157,585,984,"1",10.3,206.8,220
"5232","FEMALE",2000,159,585,984,"1",8.3,224.4,220
"5233","FEMALE",2000,161,585,984,"2",6.8,236.5,220
"5234","FEMALE",2000,163,585,984,"2",6,249.8,220
"5235","FEMALE",2000,165,585,984,"2",7,262.1,220
"5236","FEMALE",2000,168,585,984,"2",6.8,283.4,220
"5237","FEMALE",2000,170,585,984,"2",8.5,299.7,220
"5238","FEMALE",2000,157,586,984,"1",10.3,206.8,220
"5239","FEMALE",2000,159,586,984,"2",8.3,224.4,220
"5240","FEMALE",2000,161,586,984,"2",6.8,236.5,220
"5241","FEMALE",2000,163,586,984,"2",6,249.8,220
"5242","FEMALE",2000,165,586,984,"2",7,262.1,220
"5243","FEMALE",2000,168,586,984,"2",6.8,283.4,220
"5244","FEMALE",2000,170,586,984,"2",8.5,299.7,220
"5245","FEMALE",2000,157,587,985,"2",10.3,206.8,220
"5246","FEMALE",2000,159,587,985,"2",8.3,224.4,220
"5247","FEMALE",2000,161,587,985,"2",6.8,236.5,220
"5248","FEMALE",2000,163,587,985,"2",6,249.8,220
"5249","FEMALE",2000,165,587,985,"2",7,262.1,220
"5250","FEMALE",2000,168,587,985,"3",6.8,283.4,220
"5251","FEMALE",2000,170,587,985,"3",8.5,299.7,220
"5252","FEMALE",2000,157,588,985,"1",10.3,206.8,220
"5253","FEMALE",2000,159,588,985,"2",8.3,224.4,220
"5254","FEMALE",2000,161,588,985,"2",6.8,236.5,220
"5255","FEMALE",2000,163,588,985,"2",6,249.8,220
"5256","FEMALE",2000,165,588,985,"2",7,262.1,220
"5257","FEMALE",2000,168,588,985,"2",6.8,283.4,220
"5258","FEMALE",2000,170,588,985,"3",8.5,299.7,220
"5259","FEMALE",2000,157,589,985,"1",10.3,206.8,220
"5260","FEMALE",2000,159,589,985,"2",8.3,224.4,220
"5261","FEMALE",2000,161,589,985,"2",6.8,236.5,220
"5262","FEMALE",2000,163,589,985,"2",6,249.8,220
"5263","FEMALE",2000,165,589,985,"2",7,262.1,220
"5264","FEMALE",2000,168,589,985,"2",6.8,283.4,220
"5265","FEMALE",2000,170,589,985,"3",8.5,299.7,220
"5266","FEMALE",2000,157,590,988,"1",10.3,206.8,220
"5267","FEMALE",2000,159,590,988,"2",8.3,224.4,220
"5268","FEMALE",2000,161,590,988,"2",6.8,236.5,220
"5269","FEMALE",2000,163,590,988,"2",6,249.8,220
"5270","FEMALE",2000,165,590,988,"2",7,262.1,220
"5271","FEMALE",2000,168,590,988,"2",6.8,283.4,220
"5272","FEMALE",2000,170,590,988,"3",8.5,299.7,220
"5273","FEMALE",2000,157,591,988,"1",10.3,206.8,220
"5274","FEMALE",2000,159,591,988,"1",8.3,224.4,220
"5275","FEMALE",2000,161,591,988,"2",6.8,236.5,220
"5276","FEMALE",2000,163,591,988,"2",6,249.8,220
"5277","FEMALE",2000,165,591,988,"2",7,262.1,220
"5278","FEMALE",2000,168,591,988,"2",6.8,283.4,220
"5279","FEMALE",2000,170,591,988,"3",8.5,299.7,220
"5280","FEMALE",2000,157,592,1472,"2",10.3,206.8,220
"5281","FEMALE",2000,159,592,1472,"2",8.3,224.4,220
"5282","FEMALE",2000,161,592,1472,"2",6.8,236.5,220
"5283","FEMALE",2000,163,592,1472,"2",6,249.8,220
"5284","FEMALE",2000,165,592,1472,"2",7,262.1,220
"5285","FEMALE",2000,168,592,1472,"3",6.8,283.4,220
"5286","FEMALE",2000,170,592,1472,"3",8.5,299.7,220
"5287","FEMALE",2000,157,593,1472,"2",10.3,206.8,220
"5288","FEMALE",2000,159,593,1472,"2",8.3,224.4,220
"5289","FEMALE",2000,161,593,1472,"2",6.8,236.5,220
"5290","FEMALE",2000,163,593,1472,"2",6,249.8,220
"5291","FEMALE",2000,165,593,1472,"2",7,262.1,220
"5292","FEMALE",2000,168,593,1472,"3",6.8,283.4,220
"5293","FEMALE",2000,170,593,1472,"3",8.5,299.7,220
"5294","FEMALE",2000,157,594,1475,"1",10.3,206.8,220
"5295","FEMALE",2000,159,594,1475,"2",8.3,224.4,220
"5296","FEMALE",2000,161,594,1475,"2",6.8,236.5,220
"5297","FEMALE",2000,163,594,1475,"2",6,249.8,220
"5298","FEMALE",2000,165,594,1475,"2",7,262.1,220
"5299","FEMALE",2000,168,594,1475,"2",6.8,283.4,220
"5300","FEMALE",2000,170,594,1475,"3",8.5,299.7,220
"5301","FEMALE",2000,157,595,1475,"1",10.3,206.8,220
"5302","FEMALE",2000,159,595,1475,"2",8.3,224.4,220
"5303","FEMALE",2000,161,595,1475,"2",6.8,236.5,220
"5304","FEMALE",2000,163,595,1475,"2",6,249.8,220
"5305","FEMALE",2000,165,595,1475,"2",7,262.1,220
"5306","FEMALE",2000,168,595,1475,"3",6.8,283.4,220
"5307","FEMALE",2000,170,595,1475,"3",8.5,299.7,220
"5308","FEMALE",2000,157,596,1478,"2",10.3,206.8,220
"5309","FEMALE",2000,159,596,1478,"2",8.3,224.4,220
"5310","FEMALE",2000,161,596,1478,"2",6.8,236.5,220
"5311","FEMALE",2000,163,596,1478,"2",6,249.8,220
"5312","FEMALE",2000,165,596,1478,"2",7,262.1,220
"5313","FEMALE",2000,168,596,1478,"3",6.8,283.4,220
"5314","FEMALE",2000,170,596,1478,"3",8.5,299.7,220
"5315","FEMALE",2000,157,597,1478,"2",10.3,206.8,220
"5316","FEMALE",2000,159,597,1478,"2",8.3,224.4,220
"5317","FEMALE",2000,161,597,1478,"2",6.8,236.5,220
"5318","FEMALE",2000,163,597,1478,"2",6,249.8,220
"5319","FEMALE",2000,165,597,1478,"2",7,262.1,220
"5320","FEMALE",2000,168,597,1478,"3",6.8,283.4,220
"5321","FEMALE",2000,170,597,1478,"3",8.5,299.7,220
"5322","FEMALE",2000,157,598,1479,"2",10.3,206.8,220
"5323","FEMALE",2000,159,598,1479,"2",8.3,224.4,220
"5324","FEMALE",2000,161,598,1479,"2",6.8,236.5,220
"5325","FEMALE",2000,163,598,1479,"2",6,249.8,220
"5326","FEMALE",2000,165,598,1479,"2",7,262.1,220
"5327","FEMALE",2000,168,598,1479,"3",6.8,283.4,220
"5328","FEMALE",2000,170,598,1479,"3",8.5,299.7,220
"5329","FEMALE",2000,157,599,1479,"1",10.3,206.8,220
"5330","FEMALE",2000,159,599,1479,"2",8.3,224.4,220
"5331","FEMALE",2000,161,599,1479,"2",6.8,236.5,220
"5332","FEMALE",2000,163,599,1479,"2",6,249.8,220
"5333","FEMALE",2000,165,599,1479,"2",7,262.1,220
"5334","FEMALE",2000,168,599,1479,"2",6.8,283.4,220
"5335","FEMALE",2000,170,599,1479,"3",8.5,299.7,220
"5336","FEMALE",2000,157,600,1481,"2",10.3,206.8,220
"5337","FEMALE",2000,159,600,1481,"2",8.3,224.4,220
"5338","FEMALE",2000,161,600,1481,"2",6.8,236.5,220
"5339","FEMALE",2000,163,600,1481,"2",6,249.8,220
"5340","FEMALE",2000,165,600,1481,"2",7,262.1,220
"5341","FEMALE",2000,168,600,1481,"3",6.8,283.4,220
"5342","FEMALE",2000,170,600,1481,"3",8.5,299.7,220
"5343","FEMALE",2000,157,601,1481,"2",10.3,206.8,220
"5344","FEMALE",2000,159,601,1481,"2",8.3,224.4,220
"5345","FEMALE",2000,161,601,1481,"2",6.8,236.5,220
"5346","FEMALE",2000,163,601,1481,"2",6,249.8,220
"5347","FEMALE",2000,165,601,1481,"2",7,262.1,220
"5348","FEMALE",2000,168,601,1481,"3",6.8,283.4,220
"5349","FEMALE",2000,170,601,1481,"3",8.5,299.7,220
"5350","FEMALE",2000,157,602,1484,"1",10.3,206.8,220
"5351","FEMALE",2000,159,602,1484,"2",8.3,224.4,220
"5352","FEMALE",2000,161,602,1484,"2",6.8,236.5,220
"5353","FEMALE",2000,163,602,1484,"2",6,249.8,220
"5354","FEMALE",2000,165,602,1484,"2",7,262.1,220
"5355","FEMALE",2000,168,602,1484,"2",6.8,283.4,220
"5356","FEMALE",2000,170,602,1484,"3",8.5,299.7,220
"5357","FEMALE",2000,157,603,1484,"1",10.3,206.8,220
"5358","FEMALE",2000,159,603,1484,"1",8.3,224.4,220
"5359","FEMALE",2000,161,603,1484,"2",6.8,236.5,220
"5360","FEMALE",2000,163,603,1484,"2",6,249.8,220
"5361","FEMALE",2000,165,603,1484,"2",7,262.1,220
"5362","FEMALE",2000,168,603,1484,"2",6.8,283.4,220
"5363","FEMALE",2000,170,603,1484,"3",8.5,299.7,220
"5364","FEMALE",2000,157,604,1488,"1",10.3,206.8,220
"5365","FEMALE",2000,159,604,1488,"1",8.3,224.4,220
"5366","FEMALE",2000,161,604,1488,"2",6.8,236.5,220
"5367","FEMALE",2000,163,604,1488,"2",6,249.8,220
"5368","FEMALE",2000,165,604,1488,"2",7,262.1,220
"5369","FEMALE",2000,168,604,1488,"2",6.8,283.4,220
"5370","FEMALE",2000,170,604,1488,"3",8.5,299.7,220
"5371","FEMALE",2000,157,605,1488,"1",10.3,206.8,220
"5372","FEMALE",2000,159,605,1488,"2",8.3,224.4,220
"5373","FEMALE",2000,161,605,1488,"2",6.8,236.5,220
"5374","FEMALE",2000,163,605,1488,"2",6,249.8,220
"5375","FEMALE",2000,165,605,1488,"2",7,262.1,220
"5376","FEMALE",2000,168,605,1488,"2",6.8,283.4,220
"5377","FEMALE",2000,170,605,1488,"3",8.5,299.7,220
"5378","FEMALE",2000,157,606,1502,"1",10.3,206.8,220
"5379","FEMALE",2000,159,606,1502,"1",8.3,224.4,220
"5380","FEMALE",2000,161,606,1502,"2",6.8,236.5,220
"5381","FEMALE",2000,163,606,1502,"2",6,249.8,220
"5382","FEMALE",2000,165,606,1502,"2",7,262.1,220
"5383","FEMALE",2000,168,606,1502,"2",6.8,283.4,220
"5384","FEMALE",2000,170,606,1502,"2",8.5,299.7,220
"5385","FEMALE",2000,157,607,1502,"1",10.3,206.8,220
"5386","FEMALE",2000,159,607,1502,"1",8.3,224.4,220
"5387","FEMALE",2000,161,607,1502,"2",6.8,236.5,220
"5388","FEMALE",2000,163,607,1502,"2",6,249.8,220
"5389","FEMALE",2000,165,607,1502,"2",7,262.1,220
"5390","FEMALE",2000,168,607,1502,"2",6.8,283.4,220
"5391","FEMALE",2000,170,607,1502,"2",8.5,299.7,220
"5392","FEMALE",2000,157,608,1502,"1",10.3,206.8,220
"5393","FEMALE",2000,159,608,1502,"1",8.3,224.4,220
"5394","FEMALE",2000,161,608,1502,"2",6.8,236.5,220
"5395","FEMALE",2000,163,608,1502,"2",6,249.8,220
"5396","FEMALE",2000,165,608,1502,"2",7,262.1,220
"5397","FEMALE",2000,168,608,1502,"2",6.8,283.4,220
"5398","FEMALE",2000,170,608,1502,"2",8.5,299.7,220
"5399","FEMALE",2000,157,609,1503,"2",10.3,206.8,220
"5400","FEMALE",2000,159,609,1503,"2",8.3,224.4,220
"5401","FEMALE",2000,161,609,1503,"2",6.8,236.5,220
"5402","FEMALE",2000,163,609,1503,"2",6,249.8,220
"5403","FEMALE",2000,165,609,1503,"2",7,262.1,220
"5404","FEMALE",2000,168,609,1503,"3",6.8,283.4,220
"5405","FEMALE",2000,170,609,1503,"3",8.5,299.7,220
"5406","FEMALE",2000,157,610,1503,"2",10.3,206.8,220
"5407","FEMALE",2000,159,610,1503,"2",8.3,224.4,220
"5408","FEMALE",2000,161,610,1503,"2",6.8,236.5,220
"5409","FEMALE",2000,163,610,1503,"2",6,249.8,220
"5410","FEMALE",2000,165,610,1503,"2",7,262.1,220
"5411","FEMALE",2000,168,610,1503,"3",6.8,283.4,220
"5412","FEMALE",2000,170,610,1503,"3",8.5,299.7,220
"5413","FEMALE",2000,157,611,1526,"1",10.3,206.8,220
"5414","FEMALE",2000,159,611,1526,"2",8.3,224.4,220
"5415","FEMALE",2000,161,611,1526,"2",6.8,236.5,220
"5416","FEMALE",2000,163,611,1526,"2",6,249.8,220
"5417","FEMALE",2000,165,611,1526,"2",7,262.1,220
"5418","FEMALE",2000,168,611,1526,"2",6.8,283.4,220
"5419","FEMALE",2000,170,611,1526,"3",8.5,299.7,220
"5420","FEMALE",2000,157,612,1526,"1",10.3,206.8,220
"5421","FEMALE",2000,159,612,1526,"2",8.3,224.4,220
"5422","FEMALE",2000,161,612,1526,"2",6.8,236.5,220
"5423","FEMALE",2000,163,612,1526,"2",6,249.8,220
"5424","FEMALE",2000,165,612,1526,"2",7,262.1,220
"5425","FEMALE",2000,168,612,1526,"2",6.8,283.4,220
"5426","FEMALE",2000,170,612,1526,"2",8.5,299.7,220
"5427","FEMALE",2000,157,613,1528,"1",10.3,206.8,220
"5428","FEMALE",2000,159,613,1528,"2",8.3,224.4,220
"5429","FEMALE",2000,161,613,1528,"2",6.8,236.5,220
"5430","FEMALE",2000,163,613,1528,"2",6,249.8,220
"5431","FEMALE",2000,165,613,1528,"2",7,262.1,220
"5432","FEMALE",2000,168,613,1528,"2",6.8,283.4,220
"5433","FEMALE",2000,170,613,1528,"2",8.5,299.7,220
"5434","FEMALE",2000,157,614,1528,"1",10.3,206.8,220
"5435","FEMALE",2000,159,614,1528,"1",8.3,224.4,220
"5436","FEMALE",2000,161,614,1528,"2",6.8,236.5,220
"5437","FEMALE",2000,163,614,1528,"2",6,249.8,220
"5438","FEMALE",2000,165,614,1528,"2",7,262.1,220
"5439","FEMALE",2000,168,614,1528,"2",6.8,283.4,220
"5440","FEMALE",2000,170,614,1528,"3",8.5,299.7,220
"5441","FEMALE",2000,157,615,1531,"1",10.3,206.8,220
"5442","FEMALE",2000,159,615,1531,"1",8.3,224.4,220
"5443","FEMALE",2000,161,615,1531,"2",6.8,236.5,220
"5444","FEMALE",2000,163,615,1531,"2",6,249.8,220
"5445","FEMALE",2000,165,615,1531,"2",7,262.1,220
"5446","FEMALE",2000,168,615,1531,"2",6.8,283.4,220
"5447","FEMALE",2000,170,615,1531,"3",8.5,299.7,220
"5448","FEMALE",2000,157,616,1531,"1",10.3,206.8,220
"5449","FEMALE",2000,159,616,1531,"2",8.3,224.4,220
"5450","FEMALE",2000,161,616,1531,"2",6.8,236.5,220
"5451","FEMALE",2000,163,616,1531,"2",6,249.8,220
"5452","FEMALE",2000,165,616,1531,"2",7,262.1,220
"5453","FEMALE",2000,168,616,1531,"2",6.8,283.4,220
"5454","FEMALE",2000,170,616,1531,"2",8.5,299.7,220
"5455","FEMALE",2000,157,617,1542,"1",10.3,206.8,220
"5456","FEMALE",2000,159,617,1542,"1",8.3,224.4,220
"5457","FEMALE",2000,161,617,1542,"2",6.8,236.5,220
"5458","FEMALE",2000,163,617,1542,"2",6,249.8,220
"5459","FEMALE",2000,165,617,1542,"2",7,262.1,220
"5460","FEMALE",2000,168,617,1542,"2",6.8,283.4,220
"5461","FEMALE",2000,170,617,1542,"3",8.5,299.7,220
"5462","FEMALE",2000,157,618,1542,"1",10.3,206.8,220
